,source,hyperlink,house_is,property_subtype,price,sale,rooms_number,area,kitchen_has,furnished,open_fire,terrace,terrace_area,garden,garden_area,land_surface,land_plot_surface,facades_number,swimming_pool_has,building_state,unmerged_postcode
25505,7,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/8958198,False,APARTMENT,365000,None,4.0,121.0,False,False,False,True,16.0,False,,,,2.0,False,,1050
25528,7,https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/8889016,True,HOUSE,695777,None,7.0,350.0,True,False,False,False,,False,,,250.0,2.0,False,,1050
25529,7,https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/8776591,True,HOUSE,525777,None,4.0,250.0,False,False,False,False,,False,,,70.0,2.0,False,,1050
25535,7,https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/8958136,True,HOUSE,695000,None,8.0,300.0,False,False,False,True,,False,,,250.0,2.0,False,,1050
25536,7,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/8958197,False,APARTMENT,265000,None,2.0,72.0,False,False,False,False,,False,,,,2.0,False,,1050
25547,7,https://www.immoweb.be/en/classified/duplex/for-sale/jette/1090/8958168,False,DUPLEX,220000,None,2.0,88.0,True,False,False,False,,False,,,,1.0,False,,1090
25549,7,https://www.immoweb.be/en/classified/triplex/for-sale/st-gilles/1060/8958162,False,TRIPLEX,396000,None,4.0,240.0,False,False,False,False,,False,,,,2.0,False,,1060
25553,7,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/8784533,False,APARTMENT,290000,None,1.0,95.0,True,False,False,False,,False,,,,1.0,False,,1000
25558,7,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/8958109,False,APARTMENT,385000,None,2.0,110.0,False,False,False,False,,False,,,,,False,,1040
25564,7,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/8958086,False,APARTMENT,368000,None,2.0,91.0,True,False,False,False,,False,,,,3.0,False,,1000
25568,7,https://www.immoweb.be/en/classified/town-house/for-sale/laeken/1020/8958125,True,TOWN-HOUSE,495000,None,4.0,200.0,True,False,False,True,40.0,True,150.0,,291.0,2.0,False,,1020
25584,7,https://www.immoweb.be/en/classified/house/for-sale/auderghem/1160/8958032,True,HOUSE,525000,None,4.0,180.0,True,False,True,True,18.0,True,75.0,,170.0,2.0,False,,1160
25597,7,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-st-pierre/1150/8958047,False,PENTHOUSE,830000,None,4.0,225.0,True,False,True,True,20.0,True,,,,3.0,True,,1150
25598,7,https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/8958055,False,APARTMENT,289000,None,2.0,115.0,False,False,False,True,19.0,False,,,,2.0,False,,1083
25602,7,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/8957980,False,APARTMENT,350000,None,2.0,70.0,True,False,False,False,,False,,,,2.0,False,,1050
25604,7,https://www.immoweb.be/en/classified/loft/for-sale/woluwe-st-lambert/1200/8957958,False,LOFT,318000,None,1.0,78.0,True,False,False,False,,False,,,,2.0,False,,1200
25606,7,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/8957953,False,APARTMENT,1100000,None,4.0,263.0,True,False,True,False,,False,,,,,False,,1180
25608,7,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/8957951,False,APARTMENT,350000,None,2.0,90.0,True,False,False,True,4.0,False,,,,,False,,1050
25611,7,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/8957915,False,APARTMENT,269000,None,1.0,75.0,True,False,False,True,25.0,False,,,,2.0,False,,1000
25614,7,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-st-lambert/1200/8957883,False,APARTMENT,289000,None,1.0,67.0,True,False,False,False,,False,,,,2.0,False,,1200
25619,7,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/8957851,False,APARTMENT,249000,None,1.0,80.0,False,False,False,False,,False,,,,,False,,1000
25646,7,https://www.immoweb.be/en/classified/house/for-sale/evere/1140/8957801,True,HOUSE,449000,None,4.0,200.0,True,False,False,True,8.0,True,40.0,,140.0,2.0,False,,1140
25648,7,https://www.immoweb.be/en/classified/town-house/for-sale/anderlecht/1070/8957822,True,TOWN-HOUSE,489000,None,3.0,174.0,True,False,False,True,35.0,True,,,214.0,3.0,False,,1070
25662,7,https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/8957758,False,APARTMENT,325000,None,2.0,90.0,True,False,True,True,8.0,False,,,,3.0,False,,1160
25663,7,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/8957755,False,APARTMENT,629000,None,4.0,200.0,True,False,True,True,,False,,,,3.0,False,,1030
25665,7,https://www.immoweb.be/en/classified/duplex/for-sale/brussels-city/1000/8957727,False,DUPLEX,795000,None,3.0,215.0,True,False,False,True,6.0,False,,,,2.0,False,,1000
25669,7,https://www.immoweb.be/en/classified/apartment/for-sale/brussels/1000/8957708,False,APARTMENT,990000,None,4.0,223.0,False,False,False,True,45.0,True,282.0,,,,False,,1000
25670,7,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/8957692,False,APARTMENT,298000,None,4.0,167.0,False,False,False,True,2.0,False,,,,2.0,False,,1030
25672,7,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/8957677,False,APARTMENT,245000,None,2.0,56.0,True,False,False,False,,True,,,,2.0,False,,1030
25740,7,https://www.immoweb.be/en/classified/ground-floor/for-sale/molenbeek-st-jean/1080/8957456,False,GROUND-FLOOR,148000,None,1.0,50.0,True,False,False,True,12.0,True,20.0,,,2.0,False,,1080
25741,7,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/8957466,False,APARTMENT,147500,None,1.0,32.0,True,True,False,False,,False,,,,3.0,False,,1000
25742,7,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/8957464,False,APARTMENT,185000,None,1.0,38.0,True,True,False,True,3.0,False,,,,3.0,False,,1000
25757,7,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/8957644,True,HOUSE,950000,None,5.0,295.0,True,False,False,True,35.0,True,120.0,,323.0,3.0,False,,1150
25770,7,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/8957463,False,APARTMENT,247500,None,2.0,70.0,True,True,False,True,2.0,False,,,,3.0,False,,1000
25771,7,https://www.immoweb.be/en/classified/duplex/for-sale/uccle/1180/8957462,False,DUPLEX,395000,None,3.0,125.0,True,False,False,True,12.0,False,,,,2.0,False,,1180
25772,7,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/8957460,False,APARTMENT,249000,None,2.0,72.0,True,True,False,True,5.0,False,,,,2.0,False,,1000
25778,7,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/8957433,False,APARTMENT,210000,None,3.0,104.0,False,False,False,True,8.0,False,,,,,False,,1090
25779,7,https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/8957430,False,APARTMENT,290000,None,1.0,80.0,True,False,False,True,10.0,True,150.0,,,,False,,1160
25780,7,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/8957427,False,APARTMENT,612000,None,3.0,137.0,True,False,False,False,,False,,,,2.0,False,,1000
25782,7,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/8957410,False,APARTMENT,370000,None,2.0,85.0,True,False,True,False,,False,,,,2.0,False,,1050
25783,7,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/8957415,False,APARTMENT,800000,None,3.0,170.0,True,False,False,True,12.0,False,,,,3.0,True,,1050
25784,7,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/8957414,False,APARTMENT,800000,None,3.0,170.0,True,False,False,True,15.0,False,,,,3.0,True,,1180
25785,7,https://www.immoweb.be/en/classified/triplex/for-sale/uccle/1180/8957412,False,TRIPLEX,499000,None,3.0,118.0,True,False,True,True,,True,200.0,,,3.0,False,,1180
25786,7,https://www.immoweb.be/en/classified/duplex/for-sale/ixelles/1050/8957393,False,DUPLEX,350000,None,2.0,100.0,True,False,False,True,2.0,False,,,,,False,,1050
25787,7,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/8919729,False,APARTMENT,699000,None,4.0,182.0,True,False,True,False,,False,,,,3.0,False,,1180
25788,7,https://www.immoweb.be/en/classified/ground-floor/for-sale/ixelles/1050/8957388,False,GROUND-FLOOR,580000,None,4.0,155.0,True,False,False,True,40.0,False,,,,,False,,1050
25790,7,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1130/8957374,False,APARTMENT,289827,None,2.0,96.0,True,False,False,True,19.0,False,,,,2.0,False,,1130
25792,7,https://www.immoweb.be/en/classified/duplex/for-sale/brussels-city/1000/8957370,False,DUPLEX,480000,None,3.0,150.0,True,False,False,True,,False,,,,,False,,1000
25794,7,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/8957367,False,APARTMENT,230000,None,2.0,90.0,True,False,False,True,7.0,False,,,,2.0,False,,1140
25851,7,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/8957239,False,APARTMENT,435000,None,2.0,100.0,True,False,False,False,,False,,,,4.0,False,,1000
25895,7,https://www.immoweb.be/en/classified/apartment/for-sale/st-gilles/1060/8957115,False,APARTMENT,395000,None,2.0,100.0,True,False,True,False,,False,,,,,False,,1060
25897,7,https://www.immoweb.be/en/classified/duplex/for-sale/berchem-ste-agathe/1082/8957111,False,DUPLEX,376000,None,3.0,146.0,True,False,False,True,9.0,False,,,,3.0,False,,1082
25899,7,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-st-jean/1080/8957102,False,APARTMENT,175000,None,2.0,75.0,True,False,False,True,1.0,False,,,,,False,,1080
25900,7,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-st-jean/1080/8957104,False,APARTMENT,236900,None,2.0,95.0,True,False,False,False,,False,,,,,False,,1080
25903,7,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/8957074,False,APARTMENT,870000,None,3.0,220.0,True,False,False,True,40.0,False,,,,2.0,False,,1180
25906,7,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/8957055,False,APARTMENT,1290000,None,4.0,283.0,False,False,True,True,12.0,False,,,,2.0,False,,1000
25913,7,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1180/8957023,False,APARTMENT,268000,None,1.0,75.0,True,False,False,True,20.0,False,,,,2.0,False,,1180
25916,7,https://www.immoweb.be/en/classified/ground-floor/for-sale/brussels/1000/8957005,False,GROUND-FLOOR,1195000,None,4.0,220.0,True,False,False,True,,False,,,,,False,,1000
25917,7,https://www.immoweb.be/en/classified/ground-floor/for-sale/ixelles/1050/8957004,False,GROUND-FLOOR,1195000,None,4.0,220.0,True,False,False,True,,False,,,,,False,,1050
25932,7,https://www.immoweb.be/en/classified/house/for-sale/watermael-boitsfort/1170/8957406,True,HOUSE,699000,None,4.0,197.0,True,False,False,True,4.0,True,196.0,,264.0,3.0,False,,1170
25936,7,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/8957394,True,VILLA,499000,None,3.0,118.0,True,False,True,True,,True,200.0,,300.0,3.0,False,,1180
25937,7,https://www.immoweb.be/en/classified/house/for-sale/jette/1090/8957390,True,HOUSE,370000,None,3.0,175.0,True,False,False,False,,True,150.0,,21000.0,,False,,1090
25953,7,https://www.immoweb.be/en/classified/duplex/for-sale/saint-gilles/1060/8956996,False,DUPLEX,295000,None,3.0,100.0,False,False,False,False,,False,,,,2.0,False,,1060
25954,7,https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/8956995,False,APARTMENT,195000,None,1.0,65.0,False,False,False,False,,False,,,,2.0,False,,1060
25955,7,https://www.immoweb.be/en/classified/duplex/for-sale/saint-gilles/1060/8956994,False,DUPLEX,295000,None,2.0,85.0,False,False,False,False,,False,,,,2.0,False,,1060
25956,7,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/8656682,False,APARTMENT,950000,None,3.0,232.0,True,False,False,False,,False,,,,2.0,False,,1030
25978,7,https://www.immoweb.be/en/classified/house/for-sale/forest/1190/8957302,True,HOUSE,315000,None,2.0,118.0,True,False,False,True,,True,31.0,,33.0,2.0,False,,1190
25986,7,https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/8957266,True,HOUSE,695000,None,3.0,203.0,True,False,False,False,,True,30.0,,145.0,2.0,False,,1040
25992,7,https://www.immoweb.be/en/classified/town-house/for-sale/watermael-boitsfort/1170/8957241,True,TOWN-HOUSE,795000,None,4.0,210.0,True,False,True,True,25.0,True,200.0,,320.0,2.0,False,,1170
26011,7,https://www.immoweb.be/en/classified/duplex/for-sale/bruxelles/1000/8956875,False,DUPLEX,475000,None,2.0,130.0,True,False,False,True,18.0,False,,,,2.0,False,,1000
26012,7,https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/8956874,False,APARTMENT,385000,None,2.0,95.0,True,False,False,True,4.0,False,,,,3.0,False,,1160
26013,7,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/8956873,False,APARTMENT,270000,None,3.0,100.0,True,False,False,True,12.0,False,,,,3.0,False,,1070
26025,7,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/8956783,False,APARTMENT,199000,None,2.0,80.0,True,False,False,False,,False,,,,,False,,1070
26026,7,https://www.immoweb.be/en/classified/duplex/for-sale/uccle/1180/8956778,False,DUPLEX,289000,None,2.0,130.0,False,False,False,False,,False,,,,2.0,False,,1180
26043,7,https://www.immoweb.be/en/classified/house/for-sale/woluwe-st-pierre/1150/8957188,True,HOUSE,530000,None,3.0,177.0,True,False,False,False,,False,,,177.0,2.0,False,,1150
26055,7,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/8903407,True,HOUSE,846000,None,4.0,385.0,False,False,False,True,8.0,False,,,,2.0,False,,1180
26065,7,https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/8956702,False,APARTMENT,418000,None,2.0,115.0,True,False,False,False,,False,,,,,False,,1160
26066,7,https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/8956701,False,APARTMENT,390000,None,2.0,90.0,True,False,False,True,3.0,False,,,,,False,,1160
26067,7,https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/8956699,False,APARTMENT,995000,None,3.0,190.0,True,False,False,True,64.0,False,,,,4.0,False,,1160
26068,7,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/8956686,False,APARTMENT,430000,None,2.0,96.0,True,False,False,True,2.0,False,,,,2.0,False,,1000
26069,7,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/8956679,False,APARTMENT,270000,None,1.0,55.0,True,False,False,True,15.0,False,,,,,False,,1150
26083,7,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/8938156,False,APARTMENT,150000,None,,26.0,False,True,False,False,,False,,,,2.0,False,,1000
26098,7,https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles-ville/1000/8957079,True,APARTMENT-BLOCK,2975000,None,25.0,1193.0,True,False,False,True,,False,,,8648.0,3.0,False,,1000
26101,7,https://www.immoweb.be/en/classified/mansion/for-sale/ixelles/1050/8957070,True,MANSION,1350000,None,4.0,420.0,False,False,True,True,,False,,,360.0,2.0,False,,1050
26103,7,https://www.immoweb.be/en/classified/apartment-block/for-sale/molenbeek-st-jean/1080/8957069,True,APARTMENT-BLOCK,2975000,None,25.0,1193.0,True,False,False,True,,False,,,8648.0,3.0,False,,1080
26175,7,https://www.immoweb.be/en/classified/apartment-block/for-sale/molenbeek-saint-jean/1080/8874709,True,APARTMENT-BLOCK,629000,None,7.0,470.0,False,False,False,False,,False,,,100.0,3.0,False,,1080
26215,7,https://www.immoweb.be/en/classified/apartment-block/for-sale/forest/1190/8956838,True,APARTMENT-BLOCK,3650000,None,3.0,1260.0,True,False,False,True,,False,,,820.0,2.0,False,,1190
26216,7,https://www.immoweb.be/en/classified/apartment-block/for-sale/uccle/1180/8956837,True,APARTMENT-BLOCK,3650000,None,3.0,1260.0,True,False,False,True,,False,,,820.0,2.0,False,,1180
26235,7,https://www.immoweb.be/en/classified/mansion/for-sale/woluwe-saint-lambert/1200/8956795,True,MANSION,895000,None,6.0,415.0,True,False,False,True,65.0,True,50.0,,140.0,2.0,False,,1200
26236,7,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/8956793,True,HOUSE,735000,None,6.0,250.0,True,False,False,True,15.0,True,60.0,,160.0,2.0,False,,1200
26237,7,https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/8956792,True,HOUSE,1200000,None,6.0,450.0,True,False,False,True,,False,,,165.0,2.0,False,,1000
26245,7,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/8955935,False,APARTMENT,283000,None,3.0,100.0,True,False,True,True,16.0,False,,,,3.0,False,,1090
26254,7,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/8956270,False,APARTMENT,390000,None,2.0,85.0,True,False,True,True,8.0,False,,,,2.0,False,,1180
26256,7,https://www.immoweb.be/en/classified/duplex/for-sale/woluwe-saint-lambert/1200/8956263,False,DUPLEX,775000,None,4.0,238.0,True,False,False,True,81.0,False,,,,4.0,False,,1200
26257,7,https://www.immoweb.be/en/classified/duplex/for-sale/woluwe-saint-lambert/1200/8956262,False,DUPLEX,840000,None,4.0,220.0,True,False,False,True,85.0,False,,,,4.0,False,,1200
26258,7,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/8956261,False,APARTMENT,625000,None,3.0,164.0,True,False,False,True,101.0,False,,,,4.0,False,,1200
26259,7,https://www.immoweb.be/en/classified/apartment/for-sale/brussels/1000/8956240,False,APARTMENT,285000,None,3.0,85.0,True,False,False,False,,False,,,,,False,,1000
26285,7,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/uccle/1180/8956723,True,MIXED-USE-BUILDING,995000,None,4.0,650.0,False,False,False,False,,False,,,2350.0,4.0,False,,1180
26288,7,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/8787910,True,HOUSE,980000,None,4.0,325.0,True,False,False,True,26.0,True,300.0,,400.0,2.0,False,,1150
26291,7,https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/8956698,True,APARTMENT-BLOCK,1375000,None,12.0,580.0,False,False,False,False,,False,,,150.0,2.0,False,,1000
26292,7,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/8956697,True,HOUSE,399000,None,1.0,70.0,True,False,False,True,8.0,True,250.0,,405.0,3.0,False,,1180
26304,7,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/8956161,False,APARTMENT,365000,None,2.0,98.0,True,False,False,True,,True,20.0,,,2.0,False,,1180
26306,7,https://www.immoweb.be/en/classified/flat-studio/for-sale/auderghem/1160/8956160,False,FLAT,219950,None,,75.0,True,False,False,False,,False,,,,2.0,False,,1160
26318,7,https://www.immoweb.be/en/classified/apartment/for-sale/sint-joost-ten-node/1210/8921666,False,APARTMENT,235000,None,3.0,93.0,False,False,False,False,,False,,,,,False,,1210
26336,7,https://www.immoweb.be/en/classified/villa/for-sale/woluwe-saint-pierre/1150/8956649,True,VILLA,1250000,None,5.0,280.0,True,False,False,False,,True,845.0,,970.0,4.0,False,,1150
26364,7,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/8956078,False,APARTMENT,198000,None,2.0,75.0,False,False,False,True,,False,,,,2.0,False,,1190
26365,7,https://www.immoweb.be/en/classified/apartment/for-sale/saint-josse-ten-noode/1210/8956067,False,APARTMENT,175000,None,2.0,78.0,True,False,False,False,,False,,,,2.0,False,,1210
26366,7,https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/8956056,False,APARTMENT,309000,None,2.0,85.0,True,False,False,True,4.0,False,,,,2.0,False,,1060
26369,7,https://www.immoweb.be/en/classified/duplex/for-sale/ixelles/1050/7897426,False,DUPLEX,765000,None,3.0,170.0,True,False,False,True,30.0,True,100.0,,,2.0,False,,1050
26371,7,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/8956042,False,APARTMENT,315000,None,1.0,80.0,True,False,False,False,,False,,,,2.0,False,,1050
26372,7,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/8956030,False,APARTMENT,597000,None,3.0,150.0,True,False,False,True,35.0,False,,,,4.0,False,,1180
26373,7,https://www.immoweb.be/en/classified/apartment/for-sale/st-josse-ten-noode/1210/8873609,False,APARTMENT,249000,None,2.0,90.0,True,False,False,True,5.0,False,,,,3.0,False,,1210
26374,7,https://www.immoweb.be/en/classified/flat-studio/for-sale/woluwe-st-lambert/1200/8955885,False,FLAT,130000,None,,26.0,True,False,False,True,,False,,,,1.0,False,,1200
26375,7,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/8956021,False,APARTMENT,1250000,None,3.0,250.0,False,False,False,False,,False,,,,3.0,False,,1050
26376,7,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/8956019,False,APARTMENT,1750000,None,4.0,350.0,True,False,False,False,,False,,,,,False,,1050
26382,7,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/8955971,False,APARTMENT,269500,None,3.0,100.0,True,False,False,False,,False,,,,,False,,1080
26415,7,https://www.immoweb.be/en/classified/ground-floor/for-sale/ixelles/1050/8955929,False,GROUND-FLOOR,395000,None,1.0,98.0,True,False,False,True,30.0,False,,,,,False,,1050
26416,7,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/8955902,False,APARTMENT,150000,None,1.0,45.0,True,False,False,False,,False,,,,2.0,False,,1030
26417,7,https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/8955892,False,APARTMENT,365000,None,3.0,135.0,True,False,False,True,15.0,False,,,,,False,,1083
26419,7,https://www.immoweb.be/en/classified/apartment/for-sale/berchem-sainte-agathe/1082/8955878,False,APARTMENT,265000,None,2.0,67.0,True,False,False,True,9.0,False,,,,2.0,False,,1082
26420,7,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/8955877,False,APARTMENT,449000,None,2.0,140.0,True,False,False,True,24.0,True,,,,2.0,False,,1050
26421,7,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/8955865,False,APARTMENT,155000,None,2.0,60.0,False,False,False,True,3.0,False,,,,2.0,False,,1190
26423,7,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/8955850,False,APARTMENT,260000,None,2.0,105.0,True,False,False,True,4.0,False,,,,2.0,False,,1090
26424,7,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-st-jean/1080/8955836,False,APARTMENT,235000,None,3.0,111.0,False,False,False,False,,False,,,,2.0,False,,1080
26426,7,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-st-jean/1080/8955825,False,APARTMENT,170000,None,1.0,61.0,True,False,False,False,,False,,,,2.0,False,,1080
26429,7,https://www.immoweb.be/en/classified/duplex/for-sale/uccle/1180/8955807,False,DUPLEX,289000,None,2.0,120.0,False,False,False,True,,False,,,,2.0,False,,1180
26430,7,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/8955798,False,APARTMENT,465000,None,2.0,103.0,True,False,False,True,20.0,False,,,,2.0,False,,1040
26432,7,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/8951671,False,APARTMENT,515000,None,2.0,100.0,False,False,False,False,,False,,,,2.0,False,,1050
26439,7,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/8955737,False,APARTMENT,495000,None,4.0,165.0,True,False,True,False,,False,,,,2.0,False,,1050
26440,7,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-st-jean/1080/8955678,False,APARTMENT,240000,None,2.0,110.0,True,False,False,False,,False,,,,2.0,False,,1080
26441,7,https://www.immoweb.be/en/classified/ground-floor/for-sale/uccle/1180/8955713,False,GROUND-FLOOR,585000,None,5.0,217.0,True,False,False,True,55.0,True,180.0,,,2.0,False,,1180
26442,7,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/8955712,False,APARTMENT,375000,None,1.0,140.0,True,False,False,False,,False,,,,,False,,1190
26461,7,https://www.immoweb.be/en/classified/house/for-sale/molenbeek-saint-jean/1080/8956447,True,HOUSE,260000,None,4.0,120.0,True,False,False,True,16.0,False,,,65.0,2.0,False,,1080
26464,7,https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/8956439,True,APARTMENT-BLOCK,6700000,None,46.0,1600.0,False,False,False,False,,False,,,,2.0,False,,1000
26474,7,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles-12/1120/8955692,False,APARTMENT,209000,None,2.0,75.0,True,False,False,False,,False,,,,2.0,False,,1120
26482,7,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/8955637,False,APARTMENT,179000,None,2.0,80.0,True,False,False,True,,False,,,,4.0,False,,1080
26483,7,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/8955633,False,APARTMENT,349000,None,1.0,46.0,True,False,False,True,2.0,False,,,,2.0,False,,1000
26484,7,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles-ville/1000/8955629,False,APARTMENT,269000,None,2.0,80.0,True,False,False,True,2.0,False,,,,,False,,1000
26494,7,https://www.immoweb.be/en/classified/flat-studio/for-sale/laeken/1020/8955570,False,FLAT,120000,None,1.0,45.0,False,False,False,True,12.0,False,,,,1.0,False,,1020
26522,7,https://www.immoweb.be/en/classified/house/for-sale/laken/1020/8956341,True,HOUSE,565000,None,4.0,270.0,True,False,False,True,30.0,True,360.0,,775.0,3.0,False,,1020
26531,7,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/8955532,False,APARTMENT,375000,None,3.0,152.0,True,False,False,True,97.0,False,,,,,False,,1080
26539,7,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/8955503,False,APARTMENT,385000,None,2.0,100.0,True,True,True,True,5.0,False,,,,2.0,False,,1200
26543,7,https://www.immoweb.be/en/classified/apartment/for-sale/laken-bru./1020/8955492,False,APARTMENT,140000,None,1.0,45.0,False,False,False,True,,False,,,,2.0,False,,.1020
26546,7,https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1080/8955470,False,APARTMENT,325000,None,3.0,100.0,True,False,True,True,98.0,False,,,,2.0,False,,1080
26548,7,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-st-jean/1080/8955446,False,APARTMENT,255000,None,2.0,105.0,True,False,False,True,,False,,,,2.0,False,,1080
26553,7,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/8955428,False,APARTMENT,149000,None,,47.0,True,False,False,True,6.0,False,,,,,False,,1030
26600,7,https://www.immoweb.be/en/classified/duplex/for-sale/forest/1190/8955171,False,DUPLEX,900000,None,3.0,165.0,True,False,False,True,21.0,False,,,,2.0,False,,1190
26605,7,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/8955137,False,APARTMENT,269000,None,2.0,81.0,True,False,False,True,3.0,False,,,,2.0,False,,1000
26609,7,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/8955124,False,APARTMENT,1795000,None,4.0,650.0,True,False,True,True,400.0,True,,,,3.0,True,,1000
26611,7,https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/8955117,False,APARTMENT,514000,None,2.0,114.0,True,False,False,True,25.0,False,,,,,False,,1160
26616,7,https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/8929376,True,HOUSE,800000,None,6.0,220.0,True,False,False,True,,False,,,,,False,,1040
