,source,hyperlink,house_is,property_subtype,price,sale,rooms_number,area,kitchen_has,furnished,open_fire,terrace,terrace_area,garden,garden_area,land_surface,land_plot_surface,facades_number,swimming_pool_has,building_state,unmerged_postcode
71096,1,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/8771590?searchId=5f6f9d55369ac,True,HOUSE,645000,residential-sale,5.0,425.0,True,,False,True,,,,,247.0,2.0,False,,1030
71100,1,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/8876975?searchId=5f6f9d55369ac,True,VILLA,2200000,residential-sale,5.0,588.0,,,,True,,,,,1300.0,4.0,,,1180
71101,1,https://www.immoweb.be/en/classified/mansion/for-sale/bruxelles/1050/8621146?searchId=5f6f9d55369ac,True,MANSION,2350000,residential-sale,4.0,500.0,,,,True,,True,50.0,,170.0,,,,1050
71110,1,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/8927931?searchId=5f6f9d55369ac,True,HOUSE,890000,residential-sale,5.0,190.0,False,,,,,,,,400.0,4.0,,,1180
71129,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/molenbeek-saint-jean/1080/8947067?searchId=5f6f9d5c9e1c0,True,APARTMENT-BLOCK,1490000,residential-sale,10.0,700.0,,,,True,,,,,0.0,2.0,,,1080
71247,1,https://www.immoweb.be/en/classified/house/for-sale/laeken/1020/8905269?searchId=5f6f9d7e2d319,True,HOUSE,515000,residential-sale,4.0,180.0,,,False,True,,True,5.0,,184.0,2.0,,,1020
71253,1,https://www.immoweb.be/en/classified/country-cottage/for-sale/anderlecht/1070/8847345?searchId=5f6f9d7e2d319,True,COUNTRY-COTTAGE,625000,residential-sale,4.0,319.0,False,,,,,,,,12102.0,,,,1070
71263,1,https://www.immoweb.be/en/classified/mansion/for-sale/woluwe-saint-pierre/1150/8837739?searchId=5f6f9d869556f,True,MANSION,1350000,residential-sale,9.0,450.0,,True,,,,,,,469.0,,,,1150
71270,1,https://www.immoweb.be/en/classified/exceptional-property/for-sale/saint-gilles/1060/8429766?searchId=5f6f9d869556f,True,EXCEPTIONAL-PROPERTY,2400000,residential-sale,3.0,800.0,True,True,False,True,,True,20.0,32.0,461.0,2.0,False,,1060
71276,1,https://www.immoweb.be/en/classified/exceptional-property/for-sale/uccle/1180/8605042?searchId=5f6f9d869556f,True,EXCEPTIONAL-PROPERTY,4200000,residential-sale,6.0,964.0,True,,,True,,True,60.0,,2853.0,4.0,,AS NEW,1180
71292,1,https://www.immoweb.be/en/classified/house/for-sale/ganshoren/1083/8948590?searchId=5f6f9d869556f,True,HOUSE,315000,residential-sale,2.0,120.0,True,True,False,True,,,,20.0,78.0,2.0,False,,1083
71299,1,https://www.immoweb.be/en/classified/house/for-sale/ganshoren/1083/8952793?searchId=5f6f9d8db2159,True,HOUSE,335000,residential-sale,3.0,120.0,True,True,,True,,,,150.0,200.0,2.0,False,,1083
71304,1,https://www.immoweb.be/en/classified/house/for-sale/forest/1190/8911530?searchId=5f6f9d8db2159,True,HOUSE,710000,residential-sale,4.0,340.0,,True,,,,,,240.0,325.0,,,,1190
71307,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/forest/1190/8950400?searchId=5f6f9d8db2159,True,APARTMENT-BLOCK,1400000,residential-sale,8.0,600.0,True,True,False,True,,True,38.0,120.0,287.0,2.0,False,AS NEW,1190
71309,1,https://www.immoweb.be/en/classified/villa/for-sale/woluwe-saint-pierre/1150/8898005?searchId=5f6f9d8db2159,True,VILLA,1890000,residential-sale,8.0,450.0,True,True,False,True,,,,460.0,1000.0,4.0,False,,1150
71310,1,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/8939165?searchId=5f6f9d8db2159,True,HOUSE,1985000,residential-sale,5.0,430.0,True,True,,True,,True,120.0,680.0,1301.0,4.0,True,AS NEW,1180
71311,1,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/8802062?searchId=5f6f9d8db2159,True,VILLA,2600000,residential-sale,5.0,400.0,True,True,False,True,,True,60.0,700.0,1425.0,4.0,False,,1180
71312,1,https://www.immoweb.be/en/classified/mansion/for-sale/woluwe-saint-pierre/1150/8951081?searchId=5f6f9d8db2159,True,MANSION,2950000,residential-sale,7.0,600.0,True,,,True,,,,,2350.0,4.0,,,1150
71355,1,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/schaerbeek/1030/8119869?searchId=5f6f9d9c5717d,True,MIXED-USE-BUILDING,1000000,residential-sale,2.0,430.0,,,,,,,,,130.0,2.0,,AS NEW,1030
71356,1,https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/8917218?searchId=5f6f9d9c5717d,True,HOUSE,1475000,residential-sale,5.0,367.0,,,,,,,,,105.0,2.0,,,1050
71362,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/8876539?searchId=5f6f9d9c5717d,True,APARTMENT-BLOCK,395000,residential-sale,4.0,200.0,,True,,True,,True,10.0,130.0,220.0,2.0,False,,1030
71365,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-gilles/1060/8930088?searchId=5f6f9d9c5717d,True,APARTMENT-BLOCK,2950000,residential-sale,9.0,700.0,True,True,False,True,,True,60.0,60.0,240.0,2.0,False,AS NEW,1060
71452,1,https://www.immoweb.be/en/classified/mansion/for-sale/forest/1190/8882164?searchId=5f6f9db91b1ab,True,MANSION,489000,residential-sale,5.0,303.0,True,True,False,True,,True,15.0,45.0,160.0,2.0,False,,1190
71458,1,https://www.immoweb.be/en/classified/house/for-sale/auderghem/1160/8826035?searchId=5f6f9db91b1ab,True,HOUSE,530000,residential-sale,4.0,165.0,True,True,,True,,,,45.0,200.0,2.0,,,1160
71475,1,https://www.immoweb.be/en/classified/house/for-sale/saint-gilles/1060/8767399?searchId=5f6f9dc2449b5,True,HOUSE,825000,residential-sale,3.0,192.0,True,,,True,,True,20.0,,0.0,2.0,,,1060
71477,1,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/sint-jans-molenbeek/1080/8801501?searchId=5f6f9dc2449b5,True,MIXED-USE-BUILDING,875000,residential-sale,10.0,500.0,True,,,True,,,,,100.0,3.0,,,1080
71479,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/ixelles/1050/8728642?searchId=5f6f9dc2449b5,True,APARTMENT-BLOCK,985000,residential-sale,5.0,275.0,True,,False,True,,True,14.0,,108.0,2.0,,AS NEW,1050
71481,1,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/schaerbeek/1030/8243569?searchId=5f6f9dc2449b5,True,MIXED-USE-BUILDING,1100000,residential-sale,6.0,430.0,True,,,True,,True,5.0,,130.0,2.0,,,1030
71487,1,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/8658005?searchId=5f6f9dc2449b5,True,HOUSE,1750000,residential-sale,5.0,600.0,,True,,True,,,,,1000.0,2.0,,,1180
71488,1,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/8898559?searchId=5f6f9dc2449b5,True,HOUSE,1790000,residential-sale,5.0,430.0,True,True,,True,,,,,4300.0,4.0,True,,1180
71491,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/8302931?searchId=5f6f9dc2449b5,True,APARTMENT-BLOCK,1975000,residential-sale,10.0,716.0,,,True,True,,True,15.0,,0.0,2.0,False,AS NEW,1000
71492,1,https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/6768703?searchId=5f6f9dc2449b5,True,HOUSE,2950000,residential-sale,2.0,720.0,True,,False,True,,True,165.0,,180.0,2.0,,AS NEW,1050
71547,1,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/8916950?searchId=5f6f9dd1856df,True,HOUSE,545000,residential-sale,3.0,175.0,True,True,False,True,,,,220.0,343.0,3.0,False,,1180
71562,1,https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/8823449?searchId=5f6f9dd1856df,True,HOUSE,1390000,residential-sale,5.0,390.0,False,,False,True,,True,50.0,,0.0,2.0,False,AS NEW,1050
71563,1,https://www.immoweb.be/en/classified/villa/for-sale/woluwe-saint-lambert/1200/8914221?searchId=5f6f9dd79a61e,True,VILLA,1500000,residential-sale,10.0,480.0,True,True,,True,,,,,700.0,,,,1200
71569,1,https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/8747778?searchId=5f6f9dd79a61e,True,HOUSE,1790000,residential-sale,6.0,544.0,True,True,False,True,,True,14.0,111.0,292.0,2.0,,,1050
71574,1,https://www.immoweb.be/en/classified/house/for-sale/forest/1190/8734564?searchId=5f6f9dd79a61e,True,HOUSE,670000,residential-sale,4.0,210.0,True,True,False,True,,True,6.0,30.0,105.0,2.0,,,1190
71587,1,https://www.immoweb.be/en/classified/exceptional-property/for-sale/ixelles/1050/8842251?searchId=5f6f9dd79a61e,True,EXCEPTIONAL-PROPERTY,1300000,residential-sale,4.0,297.0,True,,False,True,,,,,164.0,3.0,False,,1050
71608,1,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/8849452?searchId=5f6f9de2e2ad4,True,HOUSE,389000,residential-sale,4.0,195.0,True,,False,True,,,,,206.0,2.0,False,AS NEW,1070
71609,1,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/8921142?searchId=5f6f9de2e2ad4,True,HOUSE,750000,residential-sale,5.0,190.0,True,,,True,,,,,192.0,2.0,,,1180
71700,1,https://www.immoweb.be/en/classified/town-house/for-sale/ganshoren/1083/8798731?searchId=5f6f9df9609c4,True,TOWN-HOUSE,440000,residential-sale,4.0,193.0,,,,,,,,,150.0,2.0,,,1083
71705,1,https://www.immoweb.be/en/classified/house/for-sale/evere/1140/8871826?searchId=5f6f9df9609c4,True,HOUSE,475000,residential-sale,5.0,200.0,,True,False,,,,,30.0,120.0,2.0,,AS NEW,1140
71754,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/forest/1190/8956163?searchId=5f6f9e0768acf,True,APARTMENT-BLOCK,500000,residential-sale,3.0,230.0,True,True,,True,,True,2.0,80.0,176.0,2.0,,,1190
71820,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/woluwe-saint-lambert/1200/8951369?searchId=5f6f9e18bdf97,True,APARTMENT-BLOCK,1250000,residential-sale,3.0,280.0,,,True,True,,,,,150.0,2.0,,,1200
71841,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/jette/1090/8938992?searchId=5f6f9e21bff69,True,APARTMENT-BLOCK,520000,residential-sale,7.0,350.0,,,,True,,True,15.0,,0.0,,,,1090
71893,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/jette/1090/8456380?searchId=5f6f9e30ad7e9,True,APARTMENT-BLOCK,470000,residential-sale,3.0,260.0,True,True,False,True,,,,60.0,164.0,2.0,,,1090
71896,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/8768363?searchId=5f6f9e30ad7e9,True,APARTMENT-BLOCK,523000,residential-sale,3.0,189.0,,,,,,,,,0.0,,,AS NEW,1030
71996,1,https://www.immoweb.be/en/classified/house/for-sale/watermael-boitsfort/1170/8957406?searchId=5f6f9e47964a1,True,HOUSE,699000,residential-sale,4.0,197.0,True,True,False,True,,True,4.0,196.0,264.0,3.0,,AS NEW,1170
71997,1,https://www.immoweb.be/en/classified/house/for-sale/deinze/9800/8903342?searchId=5f6f9e47964a1,True,HOUSE,699000,residential-sale,4.0,197.0,True,True,False,True,,True,4.0,196.0,264.0,3.0,,AS NEW,1170
71998,1,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/deinze/9800/8903341?searchId=5f6f9e47964a1,True,HOUSE,699000,residential-sale,4.0,197.0,True,True,False,True,,True,4.0,196.0,264.0,3.0,,AS NEW,1170
72056,1,https://www.immoweb.be/en/classified/mansion/for-sale/uccle/1180/8849400?searchId=5f6f9e5688862,True,MANSION,1550000,residential-sale,4.0,370.0,,,,True,,True,20.0,,0.0,,,,1180
72069,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/8937462?searchId=5f6f9e5688862,True,APARTMENT-BLOCK,1200000,residential-sale,2.0,500.0,,,,,,,,,0.0,2.0,,,1000
72117,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-josse-ten-noode/1210/8709184?searchId=5f6f9e67196b5,True,APARTMENT-BLOCK,295000,residential-sale,9.0,376.0,False,True,,True,,,,,206.0,2.0,,,1210
72121,1,https://www.immoweb.be/en/classified/house/for-sale/auderghem/1160/8829594?searchId=5f6f9e67196b5,True,HOUSE,299000,residential-sale,3.0,150.0,,,,True,,True,14.0,,57.0,2.0,,,1160
72150,1,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/8751398?searchId=5f6f9e6f82ccc,True,HOUSE,725000,residential-sale,3.0,190.0,True,,False,True,,,,,400.0,3.0,,AS NEW,1180
72151,1,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/8751424?searchId=5f6f9e6f82ccc,True,HOUSE,735000,residential-sale,4.0,192.0,True,,False,True,,,,,400.0,3.0,,AS NEW,1180
72155,1,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/woluwe-saint-pierre/1150/8326164?searchId=5f6f9e6f82ccc,True,MIXED-USE-BUILDING,999000,residential-sale,5.0,625.0,,True,False,True,,True,110.0,600.0,999.0,2.0,False,,1150
72204,1,https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/8929376?searchId=5f6f9e7f3f427,True,HOUSE,800000,residential-sale,6.0,220.0,True,,False,True,,,,,0.0,,False,,1040
72205,1,https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/8896998?searchId=5f6f9e7f3f427,True,HOUSE,850000,residential-sale,6.0,253.0,,True,False,,,,,80.0,162.0,2.0,False,,1040
72209,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-gilles/1060/8903014?searchId=5f6f9e7f3f427,True,APARTMENT-BLOCK,950000,residential-sale,0.0,370.0,True,,,,,,,,85.0,,,,1060
72210,1,https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/8822788?searchId=5f6f9e7f3f427,True,HOUSE,1250000,residential-sale,20.0,800.0,,,,,,,,,510.0,4.0,,,1000
72212,1,https://www.immoweb.be/en/classified/mansion/for-sale/etterbeek/1040/8940426?searchId=5f6f9e7f3f427,True,MANSION,1650000,residential-sale,6.0,410.0,True,True,False,,,,,220.0,415.0,2.0,False,,1040
72213,1,https://www.immoweb.be/en/classified/mansion/for-sale/ixelles/1050/8956020?searchId=5f6f9e7f3f427,True,MANSION,1650000,residential-sale,4.0,518.0,,,,True,,,,,370.0,2.0,,,1050
72248,1,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/8741254?searchId=5f6f9e85f0579,True,HOUSE,1950000,residential-sale,5.0,483.0,True,True,,True,,True,91.0,1600.0,1820.0,4.0,,,1180
72268,1,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/8931160?searchId=5f6f9e83948b9,True,VILLA,1850000,residential-sale,6.0,450.0,True,True,False,True,,True,40.0,1400.0,1500.0,4.0,,,1180
72308,1,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/8719768?searchId=5f6f9e926b9f9,True,HOUSE,289000,residential-sale,3.0,105.0,True,True,False,True,,True,10.0,50.0,0.0,2.0,False,,1070
72340,1,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/8860809?searchId=5f6f9e9dbaf24,True,HOUSE,785000,residential-sale,5.0,240.0,True,True,,True,,,,535.0,640.0,2.0,,,1180
72352,1,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/8771528?searchId=5f6f9ea6e1b17,True,VILLA,1380000,residential-sale,5.0,380.0,True,,,True,,True,26.0,,700.0,4.0,,,1180
72356,1,https://www.immoweb.be/en/classified/exceptional-property/for-sale/uccle/1180/7093420?searchId=5f6f9ea6e1b17,True,EXCEPTIONAL-PROPERTY,3400000,residential-sale,5.0,487.0,True,,,True,,,,,0.0,3.0,,AS NEW,1180
72359,1,https://www.immoweb.be/en/classified/exceptional-property/for-sale/uccle/1180/8467948?searchId=5f6f9ea6e1b17,True,EXCEPTIONAL-PROPERTY,4800000,residential-sale,5.0,730.0,True,True,False,True,,,,,4350.0,4.0,True,AS NEW,1180
72396,1,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/8911529?searchId=5f6f9eade5489,True,HOUSE,425000,residential-sale,4.0,120.0,,True,,,,,,45.0,0.0,2.0,,,1150
72398,1,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/8927761?searchId=5f6f9eade5489,True,HOUSE,439000,residential-sale,4.0,192.0,True,True,False,True,,True,15.0,180.0,270.0,2.0,False,,1180
72407,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/ixelles/1050/8948937?searchId=5f6f9eb5c95dd,True,APARTMENT-BLOCK,765000,residential-sale,5.0,185.0,True,,,,,,,,77.0,2.0,,,1050
72410,1,https://www.immoweb.be/en/classified/house/for-sale/auderghem/1160/8936059?searchId=5f6f9eb5c95dd,True,HOUSE,950000,residential-sale,5.0,295.0,True,True,False,True,,True,35.0,120.0,323.0,3.0,False,,1160
72419,1,https://www.immoweb.be/en/classified/mansion/for-sale/etterbeek/1040/8937457?searchId=5f6f9eb5c95dd,True,MANSION,1650000,residential-sale,5.0,410.0,True,,,True,,,,,420.0,2.0,,,1040
72420,1,https://www.immoweb.be/en/classified/mansion/for-sale/etterbeek/1040/8872655?searchId=5f6f9eb5c95dd,True,MANSION,1795000,residential-sale,6.0,350.0,True,,,True,,,,,575.0,2.0,,,1040
72421,1,https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/8707218?searchId=5f6f9eb5c95dd,True,HOUSE,2100000,residential-sale,4.0,400.0,True,True,,True,,True,200.0,100.0,500.0,4.0,False,AS NEW,1040
72422,1,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/8923827?searchId=5f6f9eb5c95dd,True,HOUSE,2195000,residential-sale,5.0,470.0,,,,True,,True,30.0,,1720.0,4.0,False,,1180
72436,1,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/8933635?searchId=5f6f9ebe9b83d,True,HOUSE,359000,residential-sale,3.0,130.0,True,,False,,,,,,0.0,2.0,False,AS NEW,1070
72456,1,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/saint-gilles/1060/8955442?searchId=5f6f9ebe9b83d,True,MIXED-USE-BUILDING,299000,residential-sale,0.0,110.0,,,,,,,,,0.0,2.0,,,1060
72457,1,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/8952859?searchId=5f6f9ebe9b83d,True,HOUSE,299000,residential-sale,3.0,167.0,True,True,False,True,,True,50.0,,0.0,2.0,,,1070
72519,1,https://www.immoweb.be/en/classified/house/for-sale/forest/1190/8780443?searchId=5f6f9eccf0616,True,HOUSE,475000,residential-sale,4.0,200.0,True,True,,True,,True,9.0,190.0,0.0,2.0,,,1190
72531,1,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/8504717?searchId=5f6f9ed7d6c1f,True,VILLA,1950000,residential-sale,4.0,321.0,True,True,,True,,,,1300.0,1460.0,4.0,,,1180
72589,1,https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/8949064?searchId=5f6f9ee951e25,True,HOUSE,370000,residential-sale,4.0,135.0,True,,,,,,,,72.0,2.0,,,1000
72590,1,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/8948932?searchId=5f6f9ee951e25,True,HOUSE,370000,residential-sale,4.0,135.0,True,,,,,,,,72.0,2.0,,,1030
72608,1,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/8898557?searchId=5f6f9ee951e25,True,HOUSE,650000,residential-sale,5.0,200.0,True,True,,True,,True,15.0,15.0,107.0,2.0,,AS NEW,1180
72610,1,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/8947359?searchId=5f6f9ee951e25,True,HOUSE,665000,residential-sale,6.0,285.0,True,True,,,,,,40.0,0.0,2.0,,,1200
72615,1,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/8932148?searchId=5f6f9ef1c0ec6,True,HOUSE,825000,residential-sale,5.0,295.0,True,True,False,True,,True,24.0,65.0,195.0,2.0,False,,1030
72618,1,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/8955566?searchId=5f6f9ef1c0ec6,True,VILLA,1680000,residential-sale,4.0,255.0,True,True,,True,,,,1787.0,1787.0,4.0,True,,1180
72620,1,https://www.immoweb.be/en/classified/villa/for-sale/woluwe-saint-pierre/1150/8952404?searchId=5f6f9ef1c0ec6,True,VILLA,1980000,residential-sale,7.0,421.0,True,True,False,True,,True,120.0,955.0,1123.0,4.0,True,,1150
72625,1,https://www.immoweb.be/en/classified/exceptional-property/for-sale/watermael-boitsfort/1170/8709271?searchId=5f6f9ef1c0ec6,True,EXCEPTIONAL-PROPERTY,1150000,residential-sale,6.0,350.0,,True,False,True,,,,150.0,300.0,2.0,,,1170
72674,1,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/anderlecht/1070/8652073?searchId=5f6f9f00ed6c9,True,MIXED-USE-BUILDING,460000,residential-sale,5.0,180.0,,,,,,,,,160.0,1.0,,,1070
72681,1,https://www.immoweb.be/en/classified/exceptional-property/for-sale/ixelles/1050/8930162?searchId=5f6f9f00ed6c9,True,EXCEPTIONAL-PROPERTY,2750000,residential-sale,6.0,650.0,True,True,False,True,,,,500.0,690.0,2.0,False,AS NEW,1050
72745,1,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/8928171?searchId=5f6f9f12eaf53,True,HOUSE,275000,residential-sale,3.0,120.0,,True,False,True,,,,35.0,0.0,2.0,False,,1070
72759,1,https://www.immoweb.be/en/classified/house/for-sale/haren/1130/8877196?searchId=5f6f9f12eaf53,True,HOUSE,365000,residential-sale,3.0,170.0,True,,False,True,,True,45.0,,173.0,2.0,,,1130
72769,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/anderlecht/1070/8697160?searchId=5f6f9f1b5a80d,True,APARTMENT-BLOCK,519000,residential-sale,4.0,190.0,True,,False,True,,True,49.0,,0.0,2.0,False,AS NEW,1070
72778,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/8781205?searchId=5f6f9f1b5a80d,True,APARTMENT-BLOCK,818000,residential-sale,5.0,305.0,,,,,,,,,0.0,,,AS NEW,1030
72782,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/uccle/1180/8594080?searchId=5f6f9f1b5a80d,True,APARTMENT-BLOCK,895000,residential-sale,0.0,288.0,False,,,,,,,,117.0,2.0,,,1180
72788,1,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/8665928?searchId=5f6f9f1b5a80d,True,VILLA,2050000,residential-sale,4.0,300.0,True,,,,,,,,1073.0,4.0,,AS NEW,1180
72792,1,https://www.immoweb.be/en/classified/exceptional-property/for-sale/ixelles/1050/8867631?searchId=5f6f9f1b5a80d,True,EXCEPTIONAL-PROPERTY,5500000,residential-sale,5.0,1000.0,,,False,True,,True,30.0,,550.0,2.0,,AS NEW,1050
72838,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/sint-agatha-berchem/1082/8937011?searchId=5f6f9f29d2547,True,APARTMENT-BLOCK,640000,residential-sale,5.0,300.0,,True,,True,,True,5.0,60.0,3.0,2.0,,,1082
72840,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/8956162?searchId=5f6f9f29d2547,True,APARTMENT-BLOCK,750000,residential-sale,7.0,425.0,True,,,,,,,,378.0,2.0,,,1030
72844,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/8956698?searchId=5f6f9f29d2547,True,APARTMENT-BLOCK,1375000,residential-sale,12.0,580.0,,,False,,,,,,150.0,2.0,False,,1000
72847,1,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/8938771?searchId=5f6f9f29d2547,True,HOUSE,3150000,residential-sale,5.0,465.0,,,,True,,,,,1400.0,4.0,True,AS NEW,1180
72851,1,https://www.immoweb.be/en/classified/house/for-sale/molenbeek-st-jean/1080/8900825?searchId=5f6f9f29d2547,True,HOUSE,239000,residential-sale,2.0,75.0,True,True,False,True,,,,20.0,100.0,2.0,,,1080
72958,1,https://www.immoweb.be/en/classified/mansion/for-sale/laeken/1020/8820471?searchId=5f6f9f4ba6bff,True,MANSION,699000,residential-sale,6.0,360.0,True,True,False,True,,True,20.0,25.0,200.0,2.0,,,1020
73029,1,https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/8893084?searchId=5f6f9f5c847b1,True,HOUSE,775000,residential-sale,4.0,275.0,True,,,True,,True,15.0,,70.0,2.0,False,,1050
73163,1,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/saint-gilles/1060/8545407?searchId=5f6f9f85aa942,True,MIXED-USE-BUILDING,1050000,residential-sale,3.0,385.0,True,,False,True,,True,11.0,,93.0,3.0,False,,1060
73164,1,https://www.immoweb.be/en/classified/house/for-sale/forest/1190/6123397?searchId=5f6f9f85aa942,True,HOUSE,1325000,residential-sale,6.0,450.0,False,,,True,,,,,800.0,3.0,,,1190
73165,1,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/8640543?searchId=5f6f9f85aa942,True,VILLA,1950000,residential-sale,5.0,522.0,,True,,,,,,,1820.0,,,AS NEW,1180
73244,1,https://www.immoweb.be/en/classified/house/for-sale/laeken/1020/8952805?searchId=5f6f9f9ea8ae9,True,HOUSE,539000,residential-sale,4.0,282.0,,,False,True,,,,,220.0,2.0,,AS NEW,1020
73249,1,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/saint-gilles/1060/8826495?searchId=5f6f9f9ea8ae9,True,MIXED-USE-BUILDING,560000,residential-sale,4.0,270.0,True,,False,True,,True,90.0,,0.0,2.0,,,1060
73259,1,https://www.immoweb.be/en/classified/apartment-block/for-sale/uccle/1180/8915735?searchId=5f6f9f9ea8ae9,True,APARTMENT-BLOCK,945000,residential-sale,7.0,380.0,True,True,False,True,,True,23.0,200.0,393.0,2.0,False,,1180
73264,1,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/8799830?searchId=5f6f9f9ea8ae9,True,HOUSE,1275000,residential-sale,5.0,310.0,,True,False,True,,True,40.0,150.0,550.0,3.0,False,,1030
73305,1,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/8904364?searchId=5f6f9fae61796,True,HOUSE,319000,residential-sale,4.0,115.0,True,True,False,,,,,47.0,108.0,2.0,,,1070
73371,1,https://www.immoweb.be/en/classified/house/for-sale/jette/1090/8889608?searchId=5f6f9fbdb8fbe,True,HOUSE,299000,residential-sale,6.0,150.0,,,,,,,,,0.0,2.0,,,1090
73407,1,https://www.immoweb.be/en/classified/mansion/for-sale/schaerbeek/1030/8709408?searchId=5f6f9fc31501d,True,MANSION,990000,residential-sale,4.0,360.0,True,,False,True,,,,,171.0,2.0,,AS NEW,1030
73410,1,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/8197874?searchId=5f6f9fc31501d,True,VILLA,2990000,residential-sale,5.0,500.0,True,,,True,,,,,2500.0,4.0,,AS NEW,1180
73454,1,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/8928488?searchId=5f6f9fd25f54e,True,HOUSE,375000,residential-sale,3.0,180.0,True,,False,True,,True,15.0,,60.0,2.0,False,,1030
73477,1,https://www.immoweb.be/en/classified/exceptional-property/for-sale/ixelles/1050/8913576?searchId=5f6f9fd25f54e,True,EXCEPTIONAL-PROPERTY,1475000,residential-sale,5.0,367.0,True,,,True,,,,,105.0,2.0,,,1050
73520,1,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/anderlecht/1070/8697013?searchId=5f6f9fe43737d,True,MIXED-USE-BUILDING,419000,residential-sale,4.0,220.0,True,,False,,,,,,0.0,3.0,False,,1070
