property_subtype,price,rooms_number,area,unmerged_postcode
APARTMENT,305000,2.0,94.0,1180
APARTMENT,155000,1.0,62.0,1060
APARTMENT,500000,3.0,130.0,1050
APARTMENT,270000,3.0,140.0,1080
APARTMENT,249000,4.0,106.0,1140
APARTMENT,399000,2.0,100.0,1210
APARTMENT,625000,3.0,164.0,1200
APARTMENT,850000,2.0,227.0,1180
APARTMENT,340000,2.0,95.0,1000
APARTMENT,189000,2.0,75.0,1080
APARTMENT,270000,1.0,55.0,1150
APARTMENT,645000,3.0,146.0,1000
APARTMENT,207000,1.0,65.0,1070
APARTMENT,465000,1.0,80.0,1000
APARTMENT,410000,3.0,150.0,1050
APARTMENT,350000,1.0,65.0,1040
APARTMENT,640000,3.0,150.0,1060
APARTMENT,385000,2.0,95.0,1160
APARTMENT,400000,2.0,111.0,1060
APARTMENT,215000,2.0,80.0,1120
APARTMENT,195000,2.0,95.0,1080
APARTMENT,235000,1.0,60.0,1040
APARTMENT,320000,2.0,84.0,1040
APARTMENT,145000,1.0,50.0,1070
APARTMENT,315000,1.0,75.0,1190
APARTMENT,415000,3.0,140.0,1190
APARTMENT,575000,3.0,195.0,1180
APARTMENT,275000,2.0,75.0,1050
APARTMENT,272500,2.0,88.0,1180
APARTMENT,254500,2.0,84.0,1180
APARTMENT,254500,2.0,84.0,1180
APARTMENT,231500,2.0,90.0,1000
APARTMENT,195000,2.0,100.0,1020
APARTMENT,199000,2.0,100.0,1081
APARTMENT,275000,1.0,80.0,1040
APARTMENT,170000,1.0,55.0,1040
APARTMENT,270000,2.0,115.0,1030
APARTMENT,165000,1.0,50.0,1083
APARTMENT,399000,3.0,160.0,1030
APARTMENT,340000,1.0,70.0,1040
APARTMENT,750000,2.0,165.0,1050
APARTMENT,315000,2.0,80.0,1180
APARTMENT,455000,3.0,146.0,1200
APARTMENT,345000,2.0,100.0,1130
APARTMENT,345000,2.0,100.0,1130
APARTMENT,210000,2.0,70.0,1030
APARTMENT,235000,2.0,70.0,1030
APARTMENT,399000,2.0,90.0,1000
APARTMENT,850000,2.0,227.0,1050
APARTMENT,195000,2.0,75.0,1030
APARTMENT,439000,3.0,120.0,1040
APARTMENT,180000,1.0,55.0,1083
APARTMENT,420000,2.0,110.0,1200
APARTMENT,345000,2.0,125.0,1030
APARTMENT,215000,2.0,88.0,1082
APARTMENT,165000,1.0,90.0,1020
APARTMENT,160000,2.0,80.0,1070
APARTMENT,2250000,3.0,280.0,1180
APARTMENT,315000,2.0,80.0,1210
APARTMENT,745000,3.0,200.0,1180
APARTMENT,365000,2.0,87.0,1160
APARTMENT,675000,2.0,185.0,1060
APARTMENT,199000,2.0,92.0,1140
APARTMENT,135000,1.0,60.0,1020
APARTMENT,260000,1.0,80.0,1190
APARTMENT,255000,3.0,105.0,1190
APARTMENT,525000,2.0,125.0,1180
APARTMENT,249000,2.0,105.0,1082
APARTMENT,655000,3.0,195.0,1150
APARTMENT,295000,1.0,110.0,1030
APARTMENT,155000,2.0,80.0,1083
APARTMENT,239000,2.0,109.0,1080
APARTMENT,219000,1.0,65.0,1040
APARTMENT,132000,1.0,65.0,1030
APARTMENT,295000,2.0,103.0,1070
APARTMENT,299000,1.0,60.0,1000
APARTMENT,360000,2.0,125.0,1020
APARTMENT,2250000,4.0,280.0,1180
APARTMENT,950000,3.0,239.0,1050
APARTMENT,275000,3.0,115.0,1140
APARTMENT,149000,1.0,55.0,1080
APARTMENT,495000,3.0,142.0,1180
APARTMENT,196000,1.0,70.0,1180
APARTMENT,150000,1.0,63.0,1081
APARTMENT,195000,3.0,112.0,1081
APARTMENT,255000,3.0,125.0,1083
APARTMENT,325000,3.0,100.0,1120
APARTMENT,498000,3.0,135.0,1200
APARTMENT,435000,3.0,140.0,1200
APARTMENT,180000,1.0,58.0,1080
APARTMENT,295000,2.0,92.0,1180
APARTMENT,665000,4.0,180.0,1180
APARTMENT,250000,2.0,85.0,1140
APARTMENT,575000,3.0,180.0,1040
APARTMENT,1475000,5.0,331.0,1000
APARTMENT,319000,2.0,95.0,1000
APARTMENT,2250000,3.0,280.0,1180
APARTMENT,295000,2.0,88.0,1000
APARTMENT,298000,2.0,70.0,1040
APARTMENT,340000,2.0,110.0,1140
APARTMENT,259000,2.0,100.0,1030
APARTMENT,345000,1.0,65.0,1050
APARTMENT,430000,2.0,135.0,1030
APARTMENT,279000,1.0,70.0,1000
APARTMENT,215000,1.0,65.0,1030
APARTMENT,430000,2.0,135.0,1140
APARTMENT,499000,3.0,170.0,1180
APARTMENT,200000,3.0,106.0,1090
APARTMENT,215000,2.0,0.0,1030
APARTMENT,135000,1.0,51.0,1070
APARTMENT,220000,2.0,73.0,1000
APARTMENT,255000,2.0,86.0,1050
APARTMENT,355000,2.0,100.0,1150
APARTMENT,420000,2.0,116.0,1050
APARTMENT,175000,1.0,75.0,1190
APARTMENT,379000,3.0,141.0,1180
APARTMENT,205000,4.0,110.0,1090
APARTMENT,175000,1.0,100.0,1080
APARTMENT,289000,4.0,165.0,1080
APARTMENT,289000,4.0,165.0,1080
APARTMENT,195000,1.0,57.0,1050
APARTMENT,195000,1.0,57.0,1000
APARTMENT,630000,3.0,144.0,1060
APARTMENT,220000,1.0,74.0,1070
APARTMENT,205000,2.0,86.0,1030
APARTMENT,390000,2.0,80.0,1050
APARTMENT,350000,3.0,92.0,1170
APARTMENT,210000,3.0,117.0,1080
APARTMENT,215000,2.0,90.0,1030
APARTMENT,185000,1.0,62.0,1200
APARTMENT,255000,2.0,100.0,1190
APARTMENT,259000,2.0,80.0,1190
APARTMENT,335000,2.0,89.0,1200
APARTMENT,580000,2.0,132.0,1000
APARTMENT,570000,3.0,160.0,1180
APARTMENT,225000,3.0,90.0,1140
APARTMENT,190000,2.0,96.0,1080
APARTMENT,129000,1.0,65.0,1090
APARTMENT,260000,3.0,100.0,1140
APARTMENT,290000,2.0,85.0,1170
APARTMENT,844000,2.0,191.0,1050
APARTMENT,1950000,3.0,226.0,1050
APARTMENT,215000,1.0,55.0,1030
APARTMENT,295000,2.0,82.0,1200
APARTMENT,199000,1.0,65.0,1180
APARTMENT,425000,1.0,95.0,1000
APARTMENT,425000,1.0,95.0,1050
APARTMENT,190000,5.0,140.0,1070
APARTMENT,249000,1.0,50.0,1050
APARTMENT,169000,2.0,75.0,1070
APARTMENT,560000,3.0,163.0,1180
APARTMENT,249000,1.0,60.0,1050
APARTMENT,210000,2.0,65.0,1040
APARTMENT,250000,3.0,117.0,1070
APARTMENT,270000,2.0,0.0,1040
APARTMENT,149000,1.0,55.0,1000
APARTMENT,185000,2.0,70.0,1000
APARTMENT,295000,2.0,120.0,1000
APARTMENT,215000,2.0,0.0,1080
APARTMENT,280000,2.0,85.0,1140
APARTMENT,299000,2.0,66.0,1140
APARTMENT,330000,1.0,110.0,1000
APARTMENT,225000,2.0,90.0,1070
APARTMENT,290000,1.0,67.0,1000
APARTMENT,150000,1.0,75.0,1080
APARTMENT,225000,2.0,85.0,1020
APARTMENT,250000,2.0,90.0,1070
APARTMENT,775000,3.0,223.0,1050
APARTMENT,229000,2.0,80.0,1082
APARTMENT,490000,2.0,95.0,1050
APARTMENT,490000,2.0,95.0,1190
APARTMENT,289000,2.0,82.0,1000
APARTMENT,250000,2.0,90.0,1080
APARTMENT,260000,2.0,90.0,1080
APARTMENT,750000,3.0,230.0,1050
APARTMENT,630000,3.0,144.0,1050
APARTMENT,425000,3.0,125.0,1200
APARTMENT,350000,3.0,107.0,1200
APARTMENT,295000,2.0,96.0,1160
APARTMENT,545000,2.0,135.0,1040
APARTMENT,240000,1.0,54.0,1050
APARTMENT,340000,2.0,110.0,1180
APARTMENT,349000,2.0,80.0,1060
APARTMENT,399000,2.0,90.0,1060
APARTMENT,429000,2.0,90.0,1060
APARTMENT,309000,1.0,78.0,1050
APARTMENT,309000,1.0,78.0,1060
APARTMENT,399000,3.0,117.0,1060
APARTMENT,369000,2.0,80.0,1040
APARTMENT,369000,2.0,80.0,1040
APARTMENT,200000,1.0,72.0,1030
APARTMENT,472000,1.0,95.0,1040
APARTMENT,595000,2.0,136.0,1040
APARTMENT,571700,2.0,137.0,1040
APARTMENT,530000,1.0,95.0,1040
APARTMENT,125000,1.0,55.0,1030
APARTMENT,279000,3.0,0.0,1070
APARTMENT,370000,2.0,101.0,1140
APARTMENT,169500,3.0,103.0,1070
APARTMENT,99500,1.0,56.0,1070
APARTMENT,185000,1.0,45.0,1060
APARTMENT,625000,3.0,164.0,1180
APARTMENT,159000,1.0,35.0,1060
APARTMENT,195000,2.0,79.0,1070
APARTMENT,185000,1.0,80.0,1081
APARTMENT,225000,2.0,72.0,1080
APARTMENT,299000,3.0,100.0,1170
APARTMENT,485000,3.0,120.0,1040
APARTMENT,220000,2.0,98.0,1082
APARTMENT,399000,3.0,160.0,1030
APARTMENT,295000,3.0,108.0,1200
APARTMENT,435000,2.0,95.0,1050
APARTMENT,180000,2.0,93.0,1080
APARTMENT,625000,3.0,161.0,1180
APARTMENT,250000,2.0,95.0,1180
APARTMENT,240000,2.0,100.0,1090
APARTMENT,695000,3.0,115.0,1050
APARTMENT,625000,3.0,161.0,1180
APARTMENT,309000,3.0,130.0,1020
APARTMENT,179000,1.0,77.0,1080
APARTMENT,160000,1.0,0.0,1080
APARTMENT,225000,2.0,104.0,1210
APARTMENT,230000,1.0,90.0,1190
APARTMENT,275000,1.0,99.0,1000
APARTMENT,410000,2.0,80.0,1050
APARTMENT,149000,1.0,65.0,1080
APARTMENT,615000,3.0,177.0,1150
APARTMENT,360000,2.0,103.0,1050
APARTMENT,303000,1.0,64.0,1200
APARTMENT,413000,2.0,92.0,1200
APARTMENT,483000,3.0,115.0,1200
APARTMENT,503000,3.0,130.0,1200
APARTMENT,260000,1.0,60.0,1050
APARTMENT,225000,3.0,90.0,1140
APARTMENT,290000,3.0,109.0,1060
APARTMENT,579000,3.0,130.0,1150
APARTMENT,170000,2.0,80.0,1070
APARTMENT,175000,1.0,50.0,1070
APARTMENT,229000,2.0,90.0,1080
APARTMENT,149000,1.0,65.0,1080
APARTMENT,380000,2.0,87.0,1190
APARTMENT,219000,3.0,98.0,1070
APARTMENT,188000,2.0,103.0,1080
APARTMENT,240000,1.0,70.0,1180
APARTMENT,749000,4.0,182.0,1180
APARTMENT,250000,2.0,85.0,1030
APARTMENT,259000,1.0,60.0,1150
APARTMENT,215000,1.0,70.0,1180
APARTMENT,185000,2.0,85.0,1080
APARTMENT,320000,2.0,100.0,1030
APARTMENT,289000,2.0,95.0,1030
APARTMENT,195000,1.0,50.0,1210
APARTMENT,560000,3.0,140.0,1050
APARTMENT,209000,2.0,85.0,1080
APARTMENT,325000,2.0,124.0,1030
APARTMENT,340000,3.0,125.0,1150
APARTMENT,189000,2.0,90.0,1070
APARTMENT,385000,2.0,95.0,1160
APARTMENT,280000,2.0,125.0,1080
APARTMENT,299000,2.0,87.0,1200
APARTMENT,219000,1.0,68.0,1200
APARTMENT,239000,1.0,70.0,1200
APARTMENT,400000,2.0,145.0,1060
APARTMENT,298000,2.0,95.0,1200
APARTMENT,220000,2.0,70.0,1070
APARTMENT,655000,3.0,140.0,1160
APARTMENT,647000,3.0,143.0,1160
APARTMENT,599000,3.0,166.0,1180
APARTMENT,473000,3.0,122.0,1160
APARTMENT,199000,2.0,91.0,1000
APARTMENT,200000,2.0,82.0,1083
APARTMENT,260000,1.0,50.0,1160
APARTMENT,200000,1.0,85.0,1060
APARTMENT,310000,2.0,89.0,1200
APARTMENT,399000,3.0,104.0,1210
APARTMENT,435000,2.0,108.0,1050
APARTMENT,245000,1.0,60.0,1180
APARTMENT,159000,1.0,53.0,1090
APARTMENT,239000,2.0,80.0,1080
APARTMENT,365000,2.0,90.0,1050
APARTMENT,290000,4.0,140.0,1080
APARTMENT,199000,2.0,85.0,1030
APARTMENT,370000,2.0,120.0,1050
APARTMENT,215000,1.0,70.0,1030
APARTMENT,225000,1.0,70.0,1030
APARTMENT,269000,2.0,87.0,1030
APARTMENT,220000,1.0,70.0,1030
APARTMENT,269000,2.0,94.0,1030
APARTMENT,234000,1.0,79.0,1030
APARTMENT,399000,3.0,148.0,1030
APARTMENT,225000,1.0,70.0,1140
APARTMENT,269000,2.0,87.0,1140
APARTMENT,220000,1.0,70.0,1140
APARTMENT,269000,2.0,94.0,1140
APARTMENT,234000,1.0,79.0,1140
APARTMENT,282000,2.0,91.0,1140
APARTMENT,399000,3.0,148.0,1140
APARTMENT,215000,1.0,70.0,1140
APARTMENT,539000,5.0,286.0,1070
APARTMENT,189950,2.0,75.0,1140
APARTMENT,260000,2.0,75.0,1180
APARTMENT,295000,2.0,87.0,1180
APARTMENT,320000,2.0,90.0,1040
APARTMENT,185000,1.0,50.0,1060
APARTMENT,215000,1.0,58.0,1083
APARTMENT,365000,2.0,100.0,1030
APARTMENT,890000,2.0,110.0,1000
APARTMENT,295000,2.0,86.0,1170
APARTMENT,330000,2.0,85.0,1180
APARTMENT,175000,1.0,73.0,1020
APARTMENT,850000,3.0,227.0,1180
APARTMENT,375000,3.0,127.0,1000
APARTMENT,195000,1.0,70.0,1000
APARTMENT,259000,2.0,75.0,1180
APARTMENT,185000,1.0,45.0,1180
APARTMENT,249000,2.0,85.0,1180
APARTMENT,795000,2.0,214.0,1180
APARTMENT,695000,4.0,215.0,1150
APARTMENT,169000,2.0,65.0,1060
APARTMENT,149000,1.0,50.0,1190
APARTMENT,170000,1.0,55.0,1190
APARTMENT,248000,2.0,78.0,1180
APARTMENT,229000,1.0,65.0,1070
APARTMENT,450000,2.0,110.0,1180
APARTMENT,730000,3.0,166.0,1050
APARTMENT,730000,3.0,166.0,1000
APARTMENT,475000,3.0,130.0,1180
APARTMENT,215000,2.0,90.0,1020
APARTMENT,265000,3.0,120.0,1080
APARTMENT,275000,3.0,95.0,1190
APARTMENT,350000,2.0,87.0,1190
APARTMENT,199000,2.0,75.0,1140
APARTMENT,165000,1.0,60.0,1020
APARTMENT,189000,2.0,80.0,1030
APARTMENT,200000,1.0,50.0,1140
APARTMENT,185000,1.0,75.0,1070
APARTMENT,820000,4.0,200.0,1050
APARTMENT,225000,2.0,85.0,1020
APARTMENT,360000,2.0,107.0,1180
APARTMENT,195000,3.0,115.0,1090
APARTMENT,850000,3.0,227.0,1050
APARTMENT,189000,1.0,65.0,1070
APARTMENT,195000,1.0,51.0,1040
APARTMENT,259000,3.0,110.0,1080
APARTMENT,370000,2.0,95.0,1050
APARTMENT,370000,2.0,98.0,1050
APARTMENT,340000,2.0,110.0,1180
APARTMENT,235000,1.0,92.0,1190
APARTMENT,470000,2.0,122.0,1150
APARTMENT,265000,2.0,120.0,1020
APARTMENT,119000,1.0,50.0,1081
APARTMENT,265000,2.0,79.0,1000
APARTMENT,142000,1.0,60.0,1190
APARTMENT,280000,2.0,100.0,1200
APARTMENT,175000,1.0,72.0,1083
APARTMENT,575000,3.0,195.0,1050
APARTMENT,270000,2.0,85.0,1082
APARTMENT,187000,2.0,85.0,1020
APARTMENT,187000,2.0,85.0,1020
APARTMENT,187000,2.0,85.0,1020
APARTMENT,220000,2.0,85.0,1030
APARTMENT,695000,2.0,140.0,1000
APARTMENT,550000,3.0,170.0,1000
APARTMENT,435000,2.0,135.0,1040
APARTMENT,220000,3.0,110.0,1080
APARTMENT,360000,2.0,85.0,1190
APARTMENT,270000,1.0,75.0,1000
APARTMENT,495000,4.0,220.0,1000
APARTMENT,530000,3.0,153.0,1050
APARTMENT,298000,3.0,115.0,1030
APARTMENT,390000,2.0,115.0,1000
APARTMENT,235000,1.0,60.0,1050
APARTMENT,325000,3.0,140.0,1080
APARTMENT,260000,2.0,90.0,1000
APARTMENT,209000,2.0,84.0,1070
APARTMENT,210000,2.0,80.0,1140
APARTMENT,250000,2.0,0.0,1081
APARTMENT,159000,3.0,80.0,1080
APARTMENT,219000,1.0,70.0,1180
APARTMENT,159000,1.0,104.0,1080
APARTMENT,219000,1.0,53.0,1180
APARTMENT,249000,1.0,55.0,1000
APARTMENT,215000,2.0,89.0,1140
APARTMENT,299000,2.0,85.0,1210
APARTMENT,480000,5.0,160.0,1150
APARTMENT,370000,3.0,155.0,1070
APARTMENT,185000,2.0,84.0,1080
APARTMENT,120000,1.0,50.0,1080
APARTMENT,179000,1.0,70.0,1030
APARTMENT,179000,1.0,70.0,1140
APARTMENT,125000,1.0,50.0,1020
APARTMENT,220000,2.0,110.0,1080
APARTMENT,119000,1.0,44.0,1020
APARTMENT,315000,2.0,90.0,1180
APARTMENT,280000,2.0,88.0,1000
APARTMENT,255000,1.0,68.0,1040
APARTMENT,245000,3.0,100.0,1140
APARTMENT,145000,1.0,50.0,1070
APARTMENT,139000,1.0,45.0,1070
APARTMENT,145000,1.0,50.0,1070
APARTMENT,149000,1.0,45.0,1070
APARTMENT,179000,1.0,70.0,1080
APARTMENT,299000,3.0,100.0,1160
APARTMENT,335000,2.0,100.0,1090
APARTMENT,390000,2.0,90.0,1200
APARTMENT,275000,2.0,70.0,1200
APARTMENT,225000,2.0,78.0,1070
APARTMENT,139000,1.0,60.0,1090
APARTMENT,219000,2.0,104.0,1080
APARTMENT,250000,2.0,80.0,1140
APARTMENT,895000,3.0,227.0,1050
APARTMENT,575000,4.0,220.0,1000
APARTMENT,215000,2.0,100.0,1081
APARTMENT,385000,2.0,95.0,1180
APARTMENT,215000,2.0,89.0,1070
APARTMENT,530000,3.0,162.0,1150
APARTMENT,815000,3.0,243.0,1180
APARTMENT,293000,3.0,0.0,1090
APARTMENT,299000,2.0,110.0,1180
APARTMENT,295000,1.0,45.0,1150
APARTMENT,580000,2.0,134.0,1160
APARTMENT,199000,2.0,100.0,1080
APARTMENT,209000,1.0,70.0,1000
APARTMENT,169500,1.0,70.0,1080
APARTMENT,215000,1.0,50.0,1000
APARTMENT,199000,2.0,85.0,1081
APARTMENT,235000,3.0,93.0,1210
APARTMENT,475000,3.0,175.0,1090
APARTMENT,499000,2.0,140.0,1050
APARTMENT,275000,2.0,85.0,1060
APARTMENT,299000,3.0,140.0,1060
APARTMENT,260000,1.0,68.0,1050
APARTMENT,233000,2.0,100.0,1070
APARTMENT,320000,3.0,99.0,1140
APARTMENT,385000,2.0,105.0,1050
APARTMENT,269000,2.0,87.0,1040
APARTMENT,180000,2.0,85.0,1082
APARTMENT,335000,1.0,90.0,1180
APARTMENT,174000,1.0,39.0,1000
APARTMENT,219000,2.0,92.0,1030
APARTMENT,175000,2.0,75.0,1083
APARTMENT,275000,2.0,85.0,1190
APARTMENT,269000,2.0,82.0,1060
APARTMENT,995000,3.0,190.0,1160
APARTMENT,260000,2.0,93.0,1030
APARTMENT,360000,2.0,110.0,1030
APARTMENT,385000,3.0,119.0,1000
APARTMENT,400000,3.0,156.0,1180
APARTMENT,360000,2.0,110.0,1030
APARTMENT,205000,1.0,71.0,1030
APARTMENT,245000,2.0,79.0,1030
APARTMENT,209000,2.0,92.0,1020
APARTMENT,245000,2.0,90.0,1030
APARTMENT,215000,2.0,70.0,1082
APARTMENT,290000,1.0,70.0,1050
APARTMENT,315000,2.0,78.0,1160
APARTMENT,375000,3.0,115.0,1150
APARTMENT,205000,1.0,71.0,1030
APARTMENT,380000,2.0,108.0,1200
APARTMENT,585000,1.0,100.0,1050
APARTMENT,385000,2.0,95.0,1081
APARTMENT,320000,2.0,95.0,1200
APARTMENT,699000,4.0,182.0,1180
APARTMENT,264500,1.0,85.0,1070
APARTMENT,250000,2.0,80.0,1210
APARTMENT,335000,2.0,100.0,1000
APARTMENT,305000,2.0,80.0,1000
APARTMENT,150000,1.0,68.0,1080
APARTMENT,289000,3.0,110.0,1080
APARTMENT,1190000,3.0,227.0,1000
APARTMENT,990000,3.0,200.0,1180
APARTMENT,435000,3.0,145.0,1180
APARTMENT,345000,2.0,115.0,1180
APARTMENT,295000,2.0,88.0,1000
APARTMENT,275000,7.0,75.0,1180
APARTMENT,209000,2.0,80.0,1030
APARTMENT,297000,2.0,113.0,1140
APARTMENT,260000,1.0,60.0,1050
APARTMENT,259000,3.0,90.0,1200
APARTMENT,182000,3.0,103.0,1190
APARTMENT,480000,2.0,100.0,1050
APARTMENT,165000,2.0,0.0,1081
APARTMENT,210000,2.0,110.0,1080
APARTMENT,215000,2.0,70.0,1020
APARTMENT,170000,2.0,81.0,1020
APARTMENT,267000,2.0,103.0,1090
APARTMENT,239000,2.0,98.0,1160
APARTMENT,185000,2.0,0.0,1080
APARTMENT,285000,2.0,75.0,1180
APARTMENT,295000,1.0,65.0,1180
APARTMENT,1050000,3.0,196.0,1180
APARTMENT,282500,1.0,74.0,1180
APARTMENT,119000,1.0,60.0,1080
APARTMENT,660000,2.0,185.0,1050
APARTMENT,660000,2.0,185.0,1000
APARTMENT,355000,4.0,135.0,1030
APARTMENT,1500000,3.0,220.0,1180
APARTMENT,540000,3.0,121.0,1040
APARTMENT,655000,3.0,140.0,1160
APARTMENT,647000,3.0,140.0,1160
APARTMENT,334200,3.0,107.0,1000
APARTMENT,620200,6.0,213.0,1000
APARTMENT,469400,4.0,161.0,1000
APARTMENT,275100,2.0,94.0,1000
APARTMENT,295000,3.0,115.0,1180
APARTMENT,2500000,4.0,277.0,1050
APARTMENT,159000,1.0,60.0,1200
APARTMENT,190000,1.0,43.0,1000
APARTMENT,395000,3.0,110.0,1190
APARTMENT,469000,4.0,160.0,1050
APARTMENT,195000,2.0,70.0,1090
APARTMENT,219000,3.0,97.0,1080
APARTMENT,183000,2.0,80.0,1080
APARTMENT,309000,3.0,110.0,1080
APARTMENT,124000,1.0,49.0,1070
APARTMENT,625000,3.0,166.0,1160
APARTMENT,138000,1.0,56.0,1083
APARTMENT,1170000,4.0,308.0,1150
APARTMENT,625000,2.0,135.0,1000
APARTMENT,220000,2.0,88.0,1020
APARTMENT,1320000,3.0,200.0,1180
APARTMENT,370000,2.0,90.0,1000
APARTMENT,199000,2.0,90.0,1090
APARTMENT,279000,2.0,100.0,1180
APARTMENT,235000,6.0,60.0,1170
APARTMENT,179500,1.0,0.0,1030
APARTMENT,189000,2.0,75.0,1070
APARTMENT,445000,2.0,115.0,1040
APARTMENT,210000,1.0,60.0,1180
APARTMENT,289000,2.0,112.0,1170
APARTMENT,470000,3.0,135.0,1180
APARTMENT,317000,9.0,92.0,1000
APARTMENT,311000,2.0,104.0,1000
APARTMENT,337000,2.0,100.0,1000
APARTMENT,526000,3.0,144.0,1000
APARTMENT,327000,2.0,104.0,1000
APARTMENT,296400,9.0,92.0,1000
APARTMENT,256000,7.0,75.0,1000
APARTMENT,345000,9.0,0.0,1000
APARTMENT,515000,9.0,0.0,1000
APARTMENT,243000,1.0,91.0,1000
APARTMENT,295000,2.0,91.0,1000
APARTMENT,285000,9.0,91.0,1000
APARTMENT,241000,1.0,75.0,1000
APARTMENT,272000,7.0,75.0,1000
APARTMENT,315000,2.0,100.0,1000
APARTMENT,327000,2.0,100.0,1000
APARTMENT,321000,2.0,100.0,1000
APARTMENT,290000,2.0,100.0,1000
APARTMENT,244000,1.0,75.0,1000
APARTMENT,316000,2.0,106.0,1000
APARTMENT,307000,2.0,100.0,1000
APARTMENT,252000,7.0,75.0,1000
APARTMENT,302000,2.0,92.0,1000
APARTMENT,345000,9.0,0.0,1000
APARTMENT,360000,9.0,0.0,1000
APARTMENT,370000,9.0,0.0,1000
APARTMENT,390000,9.0,0.0,1000
APARTMENT,229000,2.0,81.0,1180
APARTMENT,210000,2.0,80.0,1081
APARTMENT,390000,2.0,100.0,1050
APARTMENT,349000,2.0,102.0,1180
APARTMENT,155000,1.0,65.0,1070
APARTMENT,295000,1.0,65.0,1050
APARTMENT,330000,1.0,110.0,1000
APARTMENT,249000,2.0,85.0,1030
APARTMENT,225000,2.0,100.0,1082
APARTMENT,670000,2.0,135.0,1160
APARTMENT,190000,2.0,75.0,1190
APARTMENT,250000,2.0,179.0,1190
APARTMENT,650000,3.0,117.0,1180
APARTMENT,580000,2.0,100.0,1180
APARTMENT,450000,3.0,126.0,1160
APARTMENT,795000,4.0,245.0,1040
APARTMENT,160000,1.0,59.0,1080
APARTMENT,240000,1.0,63.0,1000
APARTMENT,319000,2.0,84.0,1000
APARTMENT,215000,2.0,65.0,1030
APARTMENT,260000,2.0,80.0,1060
APARTMENT,150000,2.0,60.0,1080
APARTMENT,750000,3.0,220.0,1180
APARTMENT,227000,1.0,65.0,1000
APARTMENT,145000,2.0,63.0,1070
APARTMENT,200000,1.0,80.0,1090
APARTMENT,530000,2.0,115.0,1000
APARTMENT,1170000,4.0,308.0,1150
APARTMENT,1250000,2.0,215.0,1000
APARTMENT,290000,1.0,110.0,1030
APARTMENT,280000,2.0,95.0,1200
APARTMENT,225000,2.0,108.0,1081
APARTMENT,270000,2.0,82.0,1200
APARTMENT,630000,3.0,160.0,1160
APARTMENT,530000,2.0,120.0,1000
APARTMENT,349000,2.0,100.0,1040
APARTMENT,219000,2.0,70.0,1070
APARTMENT,224000,2.0,82.0,1070
APARTMENT,160000,1.0,0.0,1082
APARTMENT,620000,2.0,160.0,1050
APARTMENT,499000,3.0,160.0,1200
APARTMENT,185000,2.0,74.0,1140
APARTMENT,485000,3.0,120.0,1180
APARTMENT,310000,3.0,125.0,1083
APARTMENT,129000,1.0,45.0,1070
APARTMENT,250000,1.0,80.0,1150
,535000,3.0,160.0,1200
,1200000,6.0,245.0,1200
,750000,4.0,205.0,1170
,1350000,5.0,365.0,1050
,1200000,5.0,270.0,1200
,735000,4.0,250.0,1200
,375000,3.0,134.0,1030
,330000,6.0,240.0,1080
,1995000,6.0,459.0,1180
,1800000,6.0,492.0,1180
,370000,3.0,140.0,1020
,295000,1.0,75.0,1180
,399000,3.0,130.0,1150
,500000,6.0,240.0,1030
,1395000,6.0,525.0,1180
,172500,1.0,56.0,1080
,345000,3.0,132.0,1083
,885000,6.0,225.0,1150
,365000,3.0,135.0,1090
,499000,4.0,150.0,1180
,1190000,5.0,300.0,1180
,395000,4.0,200.0,1070
,399000,4.0,155.0,1080
,1175000,6.0,350.0,1150
,1250000,3.0,200.0,1180
,449000,4.0,195.0,1030
,365000,5.0,100.0,1070
,500000,6.0,225.0,1190
,500000,6.0,225.0,1180
,650000,4.0,247.0,1160
,599000,3.0,180.0,1180
,645000,3.0,150.0,1150
,825000,9.0,178.0,1000
,695000,8.0,214.0,1000
,410000,4.0,220.0,1020
,375000,3.0,130.0,1120
,450000,3.0,125.0,1170
,475000,4.0,160.0,1150
,495000,3.0,110.0,1150
,460000,4.0,182.0,1090
,545000,3.0,190.0,1160
,590000,4.0,180.0,1180
,589000,3.0,220.0,1160
,365000,3.0,130.0,1030
,750000,5.0,300.0,1050
,265000,4.0,219.0,1180
,620000,4.0,230.0,1180
,885000,7.0,280.0,1150
,690000,3.0,200.0,1160
,895000,5.0,331.0,1200
,395000,4.0,263.0,1030
,465000,3.0,110.0,1150
,450000,4.0,217.0,1090
,565000,4.0,314.0,1090
,525000,3.0,115.0,1150
,1850000,5.0,425.0,1050
,599000,1.0,293.0,1000
,817000,4.0,250.0,1050
,545000,4.0,235.0,1200
,329000,3.0,120.0,1180
,575000,4.0,190.0,1030
,590000,3.0,300.0,1200
,595000,3.0,130.0,1200
,595000,4.0,190.0,1150
,415000,5.0,180.0,1030
,260000,1.0,90.0,1160
,214000,1.0,66.0,1070
,279000,3.0,116.0,1070
,264000,2.0,97.0,1070
,1537000,2.0,160.0,1050
,235000,2.0,73.0,1140
,249000,2.0,105.0,1070
,195000,2.0,80.0,1210
,250000,3.0,108.0,1081
,585000,2.0,136.0,1200
,259000,2.0,152.0,1020
,135000,1.0,55.0,1190
,319000,2.0,75.0,1000
,129000,1.0,52.0,1080
,315000,2.0,85.0,1050
,311000,1.0,63.0,1050
,175000,2.0,85.0,1000
,195000,1.0,69.0,1080
,769000,2.0,142.0,1180
