property_subtype,price,rooms_number,area,postcode,locality,longitude,latitude
MIXED-USE-BUILDING,619000,5.0,0.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,1200000,2.0,500.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,1375000,12.0,580.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,775000,1.0,325.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,850000,0.0,0.0,1000,Bruxelles,4.351697,50.8465573
MIXED-USE-BUILDING,850000,0.0,0.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,710000,6.0,370.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,540000,5.0,270.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,1350000,5.0,450.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,1375000,5.0,455.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,699000,0.0,0.0,1000,Bruxelles,4.351697,50.8465573
HOUSE,780000,4.0,330.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,495000,6.0,250.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,750000,7.0,365.0,1000,Bruxelles,4.351697,50.8465573
HOUSE,575000,6.0,280.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,1300000,11.0,330.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,750000,4.0,220.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,495000,5.0,250.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,695000,0.0,120.0,1000,Bruxelles,4.351697,50.8465573
MIXED-USE-BUILDING,349000,2.0,0.0,1000,Bruxelles,4.351697,50.8465573
MIXED-USE-BUILDING,495000,4.0,0.0,1000,Bruxelles,4.351697,50.8465573
MIXED-USE-BUILDING,600000,5.0,265.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,295000,3.0,154.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,560000,5.0,250.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,1150000,7.0,450.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,590000,6.0,249.0,1000,Bruxelles,4.351697,50.8465573
HOUSE,997000,5.0,315.0,1000,Bruxelles,4.351697,50.8465573
MIXED-USE-BUILDING,1200000,0.0,575.0,1000,Bruxelles,4.351697,50.8465573
HOUSE,565000,8.0,330.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,1490000,6.0,300.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,415000,4.0,282.0,1000,Bruxelles,4.351697,50.8465573
MIXED-USE-BUILDING,379000,4.0,190.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,1349000,0.0,380.0,1000,Bruxelles,4.351697,50.8465573
MIXED-USE-BUILDING,5585000,6.0,600.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,5585000,6.0,600.0,1000,Bruxelles,4.351697,50.8465573
MIXED-USE-BUILDING,4200000,0.0,0.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,1750000,7.0,0.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,4200000,0.0,0.0,1000,Bruxelles,4.351697,50.8465573
MIXED-USE-BUILDING,1395000,3.0,568.0,1000,Bruxelles,4.351697,50.8465573
MIXED-USE-BUILDING,1475000,5.0,260.0,1000,Bruxelles,4.351697,50.8465573
MIXED-USE-BUILDING,1600000,6.0,300.0,1000,Bruxelles,4.351697,50.8465573
HOUSE,690000,5.0,230.0,1000,Bruxelles,4.351697,50.8465573
HOUSE,289000,1.0,105.0,1000,Bruxelles,4.351697,50.8465573
MANSION,1175000,4.0,275.0,1000,Bruxelles,4.351697,50.8465573
HOUSE,695000,8.0,210.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,1350000,7.0,400.0,1000,Bruxelles,4.351697,50.8465573
VILLA,895000,5.0,0.0,1000,Bruxelles,4.351697,50.8465573
MIXED-USE-BUILDING,1500000,6.0,521.0,1000,Bruxelles,4.351697,50.8465573
MANSION,770000,5.0,259.0,1000,Bruxelles,4.351697,50.8465573
MIXED-USE-BUILDING,1500000,7.0,520.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,735000,4.0,272.0,1000,Bruxelles,4.351697,50.8465573
MANSION,1650000,4.0,444.0,1000,Bruxelles,4.351697,50.8465573
HOUSE,895000,5.0,235.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,1350000,10.0,540.0,1000,Bruxelles,4.351697,50.8465573
EXCEPTIONAL-PROPERTY,1460000,2.0,362.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,695000,4.0,180.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,1150000,4.0,230.0,1000,Bruxelles,4.351697,50.8465573
MANSION,590000,5.0,245.0,1000,Bruxelles,4.351697,50.8465573
HOUSE,895000,5.0,236.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,995000,5.0,330.0,1000,Bruxelles,4.351697,50.8465573
MANSION,1390000,5.0,300.0,1000,Bruxelles,4.351697,50.8465573
HOUSE,695000,6.0,250.0,1000,Bruxelles,4.351697,50.8465573
MANSION,1750000,10.0,600.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT-BLOCK,999000,3.0,112.0,1000,Bruxelles,4.351697,50.8465573
MIXED-USE-BUILDING,619000,5.0,0.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,975000,2.0,180.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,465000,1.0,80.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,485000,3.0,114.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,350000,3.0,125.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,975000,2.0,180.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,455000,5.0,165.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,875000,3.0,195.0,1000,Bruxelles,4.351697,50.8465573
FLAT,190000,1.0,39.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,910000,3.0,171.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,989600,2.0,137.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,150000,0.0,26.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,485000,2.0,93.0,1000,Bruxelles,4.351697,50.8465573
FLAT,329500,0.0,56.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,449000,2.0,115.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,520000,2.0,95.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,566000,2.0,106.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,594500,2.0,119.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,609500,2.0,112.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,895000,3.0,240.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,895000,3.0,240.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,470000,3.0,115.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,249000,1.0,55.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,890000,2.0,110.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,1150000,4.0,260.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,230000,1.0,70.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,395000,3.0,270.0,1000,Bruxelles,4.351697,50.8465573
DUPLEX,425000,4.0,225.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,850000,4.0,294.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,250000,2.0,113.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,267000,1.0,71.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,288000,1.0,75.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,288000,1.0,66.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,298000,2.0,97.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,307000,2.0,100.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,526000,3.0,144.0,1000,Bruxelles,4.351697,50.8465573
DUPLEX,1400000,3.0,400.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,275000,1.0,64.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,330000,1.0,67.0,1000,Bruxelles,4.351697,50.8465573
DUPLEX,455000,5.0,155.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,545000,2.0,161.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,1295000,3.0,247.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,320000,2.0,92.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,495000,4.0,220.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,285000,3.0,100.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,440000,1.0,64.0,1000,Bruxelles,4.351697,50.8465573
FLAT,230000,0.0,55.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,390000,2.0,115.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,325000,3.0,128.0,1000,Bruxelles,4.351697,50.8465573
DUPLEX,414000,2.0,145.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,450000,2.0,108.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,450000,2.0,108.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,649000,2.0,120.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,597500,2.0,110.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,650000,2.0,102.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,230000,2.0,68.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,275000,2.0,82.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,315000,2.0,90.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,420000,3.0,105.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,465000,2.0,90.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,640000,3.0,128.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,765000,3.0,226.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,989600,3.0,137.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,1265000,2.0,174.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,1650000,4.0,288.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,170000,0.0,26.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,430000,2.0,80.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,1300000,3.0,198.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,220000,2.0,75.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,890000,4.0,220.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,570000,3.0,130.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,120000,1.0,42.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,490000,1.0,64.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,1550000,3.0,213.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,399000,2.0,90.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,340000,2.0,95.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,425000,3.0,110.0,1000,Bruxelles,4.351697,50.8465573
GROUND-FLOOR,595000,2.0,110.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,670000,2.0,108.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,875000,1.0,103.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,255000,1.0,68.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,256000,1.0,75.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,262000,1.0,76.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,265000,1.0,76.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,277600,1.0,68.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,289000,1.0,75.0,1000,Bruxelles,4.351697,50.8465573
GROUND-FLOOR,290000,2.0,100.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,293000,2.0,90.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,297000,1.0,75.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,299000,2.0,100.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,299000,2.0,100.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,303600,1.0,75.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,307000,2.0,100.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,311000,2.0,106.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,312000,2.0,92.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,315000,2.0,100.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,315000,2.0,95.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,315000,2.0,95.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,317000,2.0,92.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,317200,1.0,75.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,321000,2.0,95.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,323000,2.0,92.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,323000,2.0,92.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,325000,2.0,95.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,327000,2.0,100.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,329000,2.0,95.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,334000,2.0,104.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,337000,2.0,100.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,342000,2.0,106.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,349000,2.0,75.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,351000,2.0,100.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,352000,2.0,106.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,370000,2.0,97.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,395200,2.0,97.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,660000,3.0,143.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,1950000,3.0,226.0,1000,Bruxelles,4.351697,50.8465573
LOFT,450000,2.0,148.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,275000,2.0,70.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,530000,2.0,120.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,435000,2.0,100.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,1295000,3.0,247.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,1395000,3.0,230.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,645000,3.0,146.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,330000,3.0,126.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,440000,2.0,155.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,450000,3.0,150.0,1000,Bruxelles,4.351697,50.8465573
FLAT,138000,0.0,30.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,575000,4.0,220.0,1000,Bruxelles,4.351697,50.8465573
LOFT,449500,3.0,190.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,695000,1.0,101.0,1000,Bruxelles,4.351697,50.8465573
GROUND-FLOOR,775000,4.0,375.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,310000,1.0,55.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,189000,2.0,90.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,395000,2.0,190.0,1000,Bruxelles,4.351697,50.8465573
GROUND-FLOOR,465000,1.0,72.0,1000,Bruxelles,4.351697,50.8465573
DUPLEX,455000,5.0,165.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,649000,2.0,112.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,660000,2.0,185.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,680000,3.0,175.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,295000,2.0,120.0,1000,Bruxelles,4.351697,50.8465573
DUPLEX,325000,3.0,103.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,1249000,3.0,210.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,1290000,3.0,200.0,1000,Bruxelles,4.351697,50.8465573
FLAT,250000,0.0,42.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,370000,1.0,72.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,379000,1.0,77.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,385000,2.0,105.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,395000,2.0,156.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,399000,2.0,100.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,409000,2.0,100.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,1650000,4.0,288.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,290000,1.0,67.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,455000,2.0,93.0,1000,Bruxelles,4.351697,50.8465573
DUPLEX,345000,1.0,67.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,1290000,3.0,200.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,310000,2.0,77.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,252000,1.0,76.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,302000,2.0,90.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,1537000,2.0,160.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,1950000,3.0,211.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,3297000,3.0,305.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,3324000,3.0,308.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,1990000,4.0,330.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,625000,2.0,135.0,1000,Bruxelles,4.351697,50.8465573
LOFT,795000,2.0,280.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,316000,2.0,106.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,385000,2.0,98.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,420000,1.0,70.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,450000,2.0,106.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,635000,2.0,119.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,925000,3.0,228.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,1495000,3.0,224.0,1000,Bruxelles,4.351697,50.8465573
LOFT,1995000,4.0,335.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,510000,2.0,145.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,149000,1.0,55.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,449000,2.0,115.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,695000,3.0,195.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,190000,1.0,60.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,635000,2.0,118.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,1839000,3.0,203.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,240000,1.0,63.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,299500,2.0,100.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,299999,2.0,100.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,550000,3.0,161.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,1650000,3.0,229.0,1000,Bruxelles,4.351697,50.8465573
FLAT,248160,1.0,53.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,355000,1.0,72.0,1000,Bruxelles,4.351697,50.8465573
FLAT,240000,0.0,35.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,340000,1.0,81.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,460000,2.0,166.0,1000,Bruxelles,4.351697,50.8465573
GROUND-FLOOR,469000,2.0,99.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,540000,2.0,95.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,650000,3.0,140.0,1000,Bruxelles,4.351697,50.8465573
LOFT,735000,3.0,216.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,755000,3.0,155.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,895000,3.0,171.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,185000,1.0,38.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,243000,1.0,78.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,247000,1.0,78.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,251000,1.0,71.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,251000,1.0,78.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,253000,1.0,75.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,264000,1.0,75.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,295000,2.0,91.0,1000,Bruxelles,4.351697,50.8465573
LOFT,380000,2.0,165.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,875000,3.0,195.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,1190000,3.0,227.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,330000,2.0,107.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,420000,1.0,62.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,430000,2.0,96.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,695000,2.0,140.0,1000,Bruxelles,4.351697,50.8465573
FLAT,175000,1.0,37.0,1000,Bruxelles,4.351697,50.8465573
FLAT,195000,0.0,40.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,225000,1.0,0.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,1490000,2.0,280.0,1000,Bruxelles,4.351697,50.8465573
FLAT,197000,0.0,38.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,465000,2.0,119.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,274000,1.0,75.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,297400,1.0,75.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,995000,3.0,210.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,490000,3.0,132.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,185000,2.0,70.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,234500,2.0,70.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,490000,2.0,90.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,247500,2.0,70.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,249000,2.0,72.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,319000,2.0,75.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,319000,2.0,84.0,1000,Bruxelles,4.351697,50.8465573
DUPLEX,950000,3.0,239.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,327600,1.0,75.0,1000,Bruxelles,4.351697,50.8465573
LOFT,445000,1.0,212.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,385000,3.0,101.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,241000,1.0,75.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,770000,2.0,120.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,1190000,3.0,187.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,1650000,2.0,160.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,147500,1.0,32.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,252000,1.0,75.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,285000,3.0,85.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,530000,4.0,195.0,1000,Bruxelles,4.351697,50.8465573
DUPLEX,990000,3.0,215.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,695000,3.0,165.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,1650000,4.0,240.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,243000,1.0,91.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,256000,0.0,75.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,272000,0.0,75.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,285000,0.0,91.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,295000,2.0,91.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,296400,0.0,92.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,317000,0.0,92.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,365000,2.0,107.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,135000,1.0,72.0,1000,Bruxelles,4.351697,50.8465573
FLAT,256000,0.0,0.0,1000,Bruxelles,4.351697,50.8465573
LOFT,495000,2.0,150.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,1390000,3.0,180.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,330000,1.0,110.0,1000,Bruxelles,4.351697,50.8465573
DUPLEX,318000,2.0,115.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,705000,2.0,125.0,1000,Bruxelles,4.351697,50.8465573
FLAT,285000,0.0,0.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,415000,1.0,77.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,495000,1.0,135.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,575000,2.0,109.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,585000,2.0,109.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,750000,3.0,144.0,1000,Bruxelles,4.351697,50.8465573
FLAT,120000,0.0,34.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,399000,1.0,135.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,490000,1.0,68.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,520000,2.0,90.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,765000,2.0,210.0,1000,Bruxelles,4.351697,50.8465573
FLAT,169000,0.0,37.0,1000,Bruxelles,4.351697,50.8465573
LOFT,900000,4.0,525.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,1950000,3.0,185.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,249000,1.0,70.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,315000,1.0,97.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,325000,2.0,97.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,390000,1.0,65.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,449000,2.0,155.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,650000,3.0,165.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,730000,3.0,166.0,1000,Bruxelles,4.351697,50.8465573
PENTHOUSE,795000,2.0,124.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,210000,1.0,60.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,195000,1.0,57.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,311000,2.0,104.0,1000,Bruxelles,4.351697,50.8465573
APARTMENT,327000,2.0,104.0,1000,Bruxelles,4.351697,50.8465573
